¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740206
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913116
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081569
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257965
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442805
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636596
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84003
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05375
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25294
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816529
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058354
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331248
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664921
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031623
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38097
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510862
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646137
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787144
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118961
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296912
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483415
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678984
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88436
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10013
(437.32, 15.10, 251.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29759
À(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719739
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903791
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100976
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3128
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540886
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787106
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053656
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336565
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642398
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976083
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346466
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771559
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24372
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719131
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27795
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86067
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41102
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03278
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82911
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84642
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74083
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3448
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59343
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.56816
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.54573
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.52612
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50931
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.49529
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48405
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47557
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46986
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719901
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903951
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101155
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31299
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541051
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787292
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053895
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338254
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644238
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978084
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35003
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775505
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248136
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737885
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27943
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86235
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40571
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01625
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81474
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82403
Í(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66965
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24679
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.73434
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70883
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.68616
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.66634
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.64934
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63514
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.62375
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.61515
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60933
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720115
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904161
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101404
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313259
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541343
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787617
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054186
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340065
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646226
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980261
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353697
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779574
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252658
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756872
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28124
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86438
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4011
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00035
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80082
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82246
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60008
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07276
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.88027
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85448
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83158
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81153
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.79433
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.77997
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.76842
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75968
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.75375
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720382
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904428
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101715
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31355
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541691
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787957
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054619
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342021
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648335
Ë(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982582
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357479
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783763
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257338
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760778
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28335
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86676
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39711
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98507
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78731
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8222
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53217
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90371
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84147
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.00529
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.98213
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96185
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.94445
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.9299
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.91819
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.90932
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.90327
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720685
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904797
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102065
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313959
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542113
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788431
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055113
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34411
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650587
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98505
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361362
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788074
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262138
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762994
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28579
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86948
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39382
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97048
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77429
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82322
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46581
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73946
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.50009
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.46688
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.73354
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.11748
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09986
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.08512
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.07324
Ç(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.06422
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05805
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721042
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905168
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102501
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314415
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542607
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78895
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055676
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345378
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652953
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987617
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365362
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792486
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267044
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76548
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28856
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87254
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39115
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96034
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80498
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82553
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40106
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.2405
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.20565
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.17335
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.68977
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27859
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26074
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.2458
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.23375
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.22458
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21829
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721482
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905644
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102968
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314933
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543182
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789563
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056334
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34607
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655497
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990387
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369456
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797039
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265146
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768229
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29162
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87345
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3892
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95818
Ô(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85463
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82913
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3785
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 15.95784
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 15.92389
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 15.89246
(437.60, 15.00, 251.24) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 16.64746
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.44536
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42729
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41214
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.3999
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.39058
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.38415
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721982
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906145
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103545
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315538
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543797
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790278
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057108
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346907
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658115
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993235
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37365
(437.60, 15.00, 251.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801682
