¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(406.27, 6.79, 366.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373438
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514298
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74216
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987737
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252927
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472997
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706968
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031558
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420694
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834578
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308348
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989184
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58084
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74651
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08734
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10916
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05698
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48066
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.000702
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1344
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267353
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410127
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561705
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722879
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894603
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0779
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273924
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483983
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709677
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95271
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212058
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428507
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659561
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951506
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33261
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753438
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1876
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846153
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61362
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86012
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77472
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61632
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41391
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91141
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69796
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985483
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121192
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.248855
í(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389831
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.540209
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700028
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870299
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051954
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246205
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454328
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677803
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918404
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171247
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385139
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613311
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873487
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246808
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658621
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105612
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707525
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45161
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04648
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.477
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19128
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79987
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17299
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15874
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.970466
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.106982
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235182
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369952
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.519096
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677651
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846461
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026535
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219025
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425216
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646548
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884787
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131414
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342807
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568229
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809157
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163224
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566356
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012812
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573275
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29588
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23883
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37732
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79221
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20428
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49333
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68469
î(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.955503
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.090886
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.221818
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355286
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49835
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65559
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823013
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001558
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19234
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396646
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615902
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851804
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092513
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301468
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524249
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762265
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081769
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476558
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913305
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443068
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14524
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01651
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52298
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41685
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6419
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.72867
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.28528
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.940587
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.07506
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.208758
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341477
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482006
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633999
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80003
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97707
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166173
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368642
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585892
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819524
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054583
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261179
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481384
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716556
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002413
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389134
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816551
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296762
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999498
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80324
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74649
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06613
ë(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12563
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0613
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59069
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925848
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05947
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.195939
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327977
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.467709
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615871
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777482
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953045
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140544
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341222
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556456
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78789
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017616
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2219
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439584
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672006
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925094
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304049
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722434
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190491
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858368
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62744
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72621
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06374
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6521
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40524
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83791
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7295
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.911379
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.044137
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.183453
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31475
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453752
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601056
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757455
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929446
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115371
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314307
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527615
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756886
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9815
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183564
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398867
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628589
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874254
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221169
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630894
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087248
æ(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695538
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4686
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47402
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24315
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20973
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75066
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15986
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70886
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897115
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029016
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.168993
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.301845
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440124
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586638
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.742159
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907485
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090724
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287923
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499382
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726528
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946302
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146244
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359137
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586292
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829125
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14047
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541833
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986929
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53389
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31514
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23294
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48092
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79572
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19557
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43566
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99062
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.883074
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.014127
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153265
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289242
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426794
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57254
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727186
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891593
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066637
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262074
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471688
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6968
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911977
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109817
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320467
ç(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545079
(406.63, 6.78, 366.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785174
