¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(339.54, 6.87, 313.73) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.01296
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985206
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332453
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753101
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122052
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653656
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38937
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1208
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87538
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74191
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.747
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9483
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.72287
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.69579
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.78695
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.96577
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.57562
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.08422
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.94554
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.93346
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.02765
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.33366
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942697
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147639
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329794
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521841
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72694
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970706
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292235
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716867
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103158
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600876
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.327089
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10327
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85535
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7188
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72005
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90742
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.59243
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.56557
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.66318
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.85389
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.39597
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.0396
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.89945
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.88739
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.9784
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.27269
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934249
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138562
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329684
ğ(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521723
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726815
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956311
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252186
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671881
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084352
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.548079
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.264853
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08559
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83515
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69547
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69288
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86625
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.46644
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.43978
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.54341
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.74514
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.22156
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.99808
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.85625
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.84421
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.93198
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.21448
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926804
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129518
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329735
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521777
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726873
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946358
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225057
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627121
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065639
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495281
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.202682
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06778
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8148
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67196
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66549
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83044
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.34473
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.31827
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.42749
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.63944
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 18.05222
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.9596
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.8159
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.80388
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.88835
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.15899
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923413
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120511
ì(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329949
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522006
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727116
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946618
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209643
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582594
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043553
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446252
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140598
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04981
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79428
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64832
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63791
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79787
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.22717
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.20091
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.31533
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.53671
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.88778
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.92415
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.77838
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.76637
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.84748
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.10619
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920097
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111543
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32932
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522406
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727543
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947075
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194351
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53831
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993579
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42578
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.078625
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0317
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7736
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6245
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61015
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76515
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.11364
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.08756
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.20681
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.4369
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.72808
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.89169
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.74366
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.73167
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.80934
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.05603
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916861
é(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.102613
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319704
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522979
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728155
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94773
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183229
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.494275
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943924
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405423
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.016788
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53457
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75276
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60049
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58219
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73215
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14334
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.19064
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.08857
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.33991
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.57298
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.86219
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.7117
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.69973
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.7739
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.00849
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913702
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099159
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310131
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523724
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728952
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948583
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184143
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466893
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894592
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.385179
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955102
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27125
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63564
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52084
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55408
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69901
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.092
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.07641
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.96866
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.53578
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.42232
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.83563
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.6825
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.67053
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.74114
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.96353
ç(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910623
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095868
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300605
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524643
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729933
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949633
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18527
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450632
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845592
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340747
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893592
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11215
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35241
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7303
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64925
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66568
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.99378
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.96615
(339.54, 6.87, 313.73) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.85315
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.94555
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.27598
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.812
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.65601
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.64406
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.71103
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.92112
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907621
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092662
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291124
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522968
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731098
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95088
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186607
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440034
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796928
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285602
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832272
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958737
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19127
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43649
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81878
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63216
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92696
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.67553
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.64788
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.79116
(339.54, 6.87, 313.73) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 17.13383
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.79126
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.63223
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.62029
(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.68354
å(339.54, 6.87, 313.73) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.88123
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904698
(339.54, 6.87, 313.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08954
