¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796091
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784379
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02424
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280165
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555729
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615627
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.773043
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09132
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43167
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79744
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19153
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61727
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07856
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57996
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12683
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72555
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38374
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72292
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59701
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54213
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5779
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71986
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18261
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820667
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062725
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323658
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602025
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.629694
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823215
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14568
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49166
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86201
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26113
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69251
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16014
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6687
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22372
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83176
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50068
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86472
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74479
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70719
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76386
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91451
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45575
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857471
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10379
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367819
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649084
Õ(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.644947
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874219
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20029
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55027
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9268
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33203
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76918
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24332
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75925
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32265
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94028
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62025
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00987
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89618
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86502
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95478
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11444
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70989
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895242
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145969
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412641
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.667174
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.661396
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926064
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25583
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60989
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99098
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40222
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84727
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32815
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85164
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42366
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05117
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74252
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15844
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05123
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03876
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14342
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31979
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935526
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188749
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458161
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.672403
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679046
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978764
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3123
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67055
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05629
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47275
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92365
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41338
ç(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94591
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52679
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16447
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45397
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3105
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21011
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21697
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33044
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55098
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976428
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232149
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50436
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.679123
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.717607
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03233
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36972
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73225
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12276
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54455
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00146
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49797
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03936
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63191
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28025
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59338
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45685
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37285
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39974
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52247
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78709
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017886
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276223
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551257
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.687338
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.768485
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08677
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42809
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.795
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1904
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61766
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08072
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58419
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13348
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73506
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39666
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73679
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60616
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53963
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58724
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71963
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02972
Û(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059937
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32091
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59885
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.697055
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.82017
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14209
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48745
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85883
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25923
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6921
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16147
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67206
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23069
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84454
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52041
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88366
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75901
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71056
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7796
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88603
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27914
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102577
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366247
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647156
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.711361
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872673
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19831
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54779
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92376
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32927
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76918
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24739
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7681
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33712
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96141
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64932
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03401
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9155
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8857
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97706
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05179
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53559
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145824
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412234
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696159
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.734859
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926003
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25544
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61037
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99296
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40594
â(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85301
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33846
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86738
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44577
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08081
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78113
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18784
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07572
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06527
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15769
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22176
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98785
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189674
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458908
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745915
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759796
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.981964
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31801
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67809
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06592
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48476
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9384
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43129
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96865
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55668
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20279
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91591
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34373
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23977
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24937
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31377
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40695
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98504
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234125
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50623
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796368
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786299
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03767
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37788
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74363
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13782
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56382
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02539
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52592
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07195
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6699
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32741
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65627
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49587
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4078
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43807
ß(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47369
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64503
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07802
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279216
(391.80, 12.70, 327.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554237
