¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(401.41, 12.35, 331.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003747
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628514
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908083
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210194
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672993
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006609
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368353
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761924
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23625
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90391
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57621
œ(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46682
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69588
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0604
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94919
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63289
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60951
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966843
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19643
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442797
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707849
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993701
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380186
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690012
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024997
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388342
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783671
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28177
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8973
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56877
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45233
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67286
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06845
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92507
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61951
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61808
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246144
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506814
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788154
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081262
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396142
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707221
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043661
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408595
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805712
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29504
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89065
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56126
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43262
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64904
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07869
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91338
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60352
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62325
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999295
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241075
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501343
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782213
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086222
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399404
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712879
˜(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052065
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420191
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821061
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29098
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88459
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5537
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41221
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6244
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09081
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90006
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58491
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62499
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994566
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236018
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495895
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776309
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080609
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398766
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71217
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051281
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419326
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820137
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29543
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8896
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5584
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41524
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62213
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10471
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8892
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.56371
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62327
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989871
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230974
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49044
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770471
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080128
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398232
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711615
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050703
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418692
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819416
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29989
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89458
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.564
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42415
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63289
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12041
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87645
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5407
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61817
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985178
¡(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225938
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485034
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764576
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0796
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397861
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711211
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050269
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41823
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82159
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3043
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89952
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56954
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43238
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6358
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13792
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86183
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52073
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60962
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980515
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220942
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479618
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758741
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079002
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397655
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710991
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05001
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417939
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8253
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30861
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9044
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57507
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43988
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63299
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15724
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84535
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54118
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59767
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975849
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215918
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474243
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754915
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078361
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397584
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710923
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049926
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417879
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829151
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31296
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90922
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58055
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44667
œ(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62951
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17838
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83571
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55976
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59507
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97124
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210929
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468853
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754263
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077613
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397706
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711006
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050046
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417989
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833179
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31721
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91402
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58598
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45281
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62534
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20137
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84725
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57565
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62001
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966623
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20597
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463531
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753546
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076819
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397931
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711274
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050338
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421189
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837354
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32145
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91875
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5913
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45817
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62056
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.226
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85368
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58881
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64036
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961999
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201036
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458215
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75276
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075979
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398319
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711659
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050776
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425155
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841706
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32562
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92343
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59664
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46285
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61513
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25248
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84443
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59445
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67462
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957448
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196131
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454738
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751912
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07503
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39884
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712257
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051386
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429296
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846237
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32977
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92809
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60184
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46684
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60905
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28085
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83317
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57891
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73582
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952857
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191214
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453898
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751018
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074063
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399523
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712977
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052166
(401.86, 12.35, 331.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433611
