¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
”(425.20, 9.59, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819234
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593942
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002213
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363978
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699677
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06189
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45383
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87926
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8999
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25397
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61775
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99857
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3976
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95629
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28196
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84723
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261097
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63652
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049148
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366329
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702193
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06466
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45682
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88249
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32644
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04864
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37958
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72517
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09565
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50091
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5055
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93743
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276231
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652935
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060624
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372998
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70919
…(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07195
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4645
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87607
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32422
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01612
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34578
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69008
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04991
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88833
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10342
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62079
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281802
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659032
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068675
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381646
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718472
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08199
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47537
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85684
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32058
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78699
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31393
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65699
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01551
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80738
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17888
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28703
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664751
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076826
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390384
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727921
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09217
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48643
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83818
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26621
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65409
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28404
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62596
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51821
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75101
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3988
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291939
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670177
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085048
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39927
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73749
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10252
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49496
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82003
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14295
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52448
€(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25605
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59688
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4083
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94556
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296537
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678195
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093433
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408256
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747174
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11301
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47847
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80243
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02268
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39808
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79408
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10617
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.507
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30082
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686576
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101931
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417395
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757038
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12362
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46244
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78536
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9053
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2748
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66445
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08201
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65603
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304789
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69455
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110536
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426641
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767003
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13439
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44692
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76883
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79083
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15459
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53807
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75289
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308387
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702093
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11926
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436017
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777092
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13107
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4319
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75281
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6791
„(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03734
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41484
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62407
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31266
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709233
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128095
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445505
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787312
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11737
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41735
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73731
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57011
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92299
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29474
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68679
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31878
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715977
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137019
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455122
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797669
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10421
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40331
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72231
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46381
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81147
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17762
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56365
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324495
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72228
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146071
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464831
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808164
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09144
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38976
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70788
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4098
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79392
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20016
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6304
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329836
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728155
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15524
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474711
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799631
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07915
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37669
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69394
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49589
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88466
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29589
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62666
‡(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82735
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334797
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733624
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164472
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484651
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788463
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06731
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36406
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68052
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.584
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97755
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39398
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59446
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79426
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339358
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738628
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173869
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494739
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777774
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05589
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35198
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66761
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00482
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07266
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37235
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56426
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76323
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343541
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743247
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18336
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504919
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767447
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04498
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34034
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65522
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99156
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16042
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34485
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53601
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73423
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93983
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347302
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747427
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189268
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496872
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757537
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03446
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32918
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64332
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98046
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13544
†(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31919
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50972
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70722
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91208
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350682
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751156
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193396
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487955
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748105
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02443
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31992
(425.16, 9.57, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63645
