¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.79795
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12899
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57637
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88812
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82062
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22493
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219476
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374763
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.540466
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715699
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898217
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093743
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303633
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529545
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773245
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036952
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279644
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554796
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904271
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288912
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747506
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284961
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867658
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60297
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52761
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14274
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70494
ˆ(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13793
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58598
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99446
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95135
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38951
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227544
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383379
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549646
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725996
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909219
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105547
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316323
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543181
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787966
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052899
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298997
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58988
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942722
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331341
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795652
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339376
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919353
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65663
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57988
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13358
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69487
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14833
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59713
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10328
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08527
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55846
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235745
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392113
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558957
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736483
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92045
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117572
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329214
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557067
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802988
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069126
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318854
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625458
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981833
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374475
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844565
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394648
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971959
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71861
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61402
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12546
€(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68599
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16027
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60987
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21465
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22258
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73187
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244043
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400967
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568406
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747138
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931839
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129758
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34234
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571186
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818258
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08568
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339154
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661601
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021549
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.418322
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894186
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44955
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02629
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78156
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60756
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11842
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67825
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17365
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69555
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32861
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36326
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9099
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.252492
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.409957
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578014
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757737
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943467
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142203
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355693
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58558
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833776
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10251
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367171
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698317
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06191
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462903
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944547
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4978
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0814
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84543
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61101
†(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11236
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6716
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18852
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01729
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44523
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50742
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09266
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261043
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419064
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587742
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768147
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955236
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154845
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369265
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60023
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849582
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119669
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401248
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735607
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102938
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508176
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995675
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546801
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13728
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91025
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64194
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10733
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66611
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20491
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35445
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56455
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65516
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28026
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269726
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428353
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59761
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778719
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967237
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167703
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383101
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615093
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86566
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137045
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435802
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773491
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144602
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554246
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047539
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596602
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19397
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97605
ƒ(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67407
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13122
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66173
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22281
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91442
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68665
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80654
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47285
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278528
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437686
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607633
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789452
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979416
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180732
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397104
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630224
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881997
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154802
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470853
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811966
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186946
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601057
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10013
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647264
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25141
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04281
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70377
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16726
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66671
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24222
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8116
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96165
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67061
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.287453
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44721
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617793
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800308
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991773
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194014
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411394
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645611
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898635
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172829
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476164
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85099
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229942
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648673
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153521
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698694
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30965
…(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11053
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72898
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20468
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70731
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26311
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14803
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93942
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12062
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87365
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.296493
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456849
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628092
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811306
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004355
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20748
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425872
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661231
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915518
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188454
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466407
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890029
(420.39, 8.55, 365.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273619
