¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(368.15, 9.53, 333.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6817
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535497
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947266
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402267
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907597
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47194
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0913
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76027
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51716
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3803
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37358
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30682
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96634
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68879
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52038
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50722
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50958
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15647
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91756
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64721
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32847
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97673
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14061
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182436
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558939
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973133
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43092
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939541
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50779
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13955
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81474
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57909
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45129
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45574
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41113
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08102
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81444
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66322
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66701
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61775
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33526
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11053
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83667
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53037
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27124
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61614
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203532
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582117
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998718
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459328
ş(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971221
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54901
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18775
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86915
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.641
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5223
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53806
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47582
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.198
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94268
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80894
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83021
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77674
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.519
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30895
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03178
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73838
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52224
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224396
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605079
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024054
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48745
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00258
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59003
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23587
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92349
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70284
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59331
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58133
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53187
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30437
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07358
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95759
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9775
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92229
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70786
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.513
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23269
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97962
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85988
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245035
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62774
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049137
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515282
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03806
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63075
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28384
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97772
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76458
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66429
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61359
„(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58864
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3671
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20715
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10898
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12276
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07154
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86983
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72289
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46624
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29337
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31223
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265868
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650164
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073888
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542797
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07393
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67113
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3317
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03186
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82629
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72724
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64548
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64616
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43072
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30079
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24147
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27085
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22456
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03561
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04367
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76785
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61818
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78405
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290251
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672313
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09839
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573141
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10949
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71118
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37943
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08588
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88789
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75481
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6769
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7045
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4952
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38792
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38118
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42195
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38148
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20572
ÿ(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45008
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10725
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95464
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31443
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698105
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122576
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604599
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14471
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75087
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.427
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13974
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94936
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85817
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70797
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76353
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56054
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64075
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60322
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57606
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54238
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00024
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.87419
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55746
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30325
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338385
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724463
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151399
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635749
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17957
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79021
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47441
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19343
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07824
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01868
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73904
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80511
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62674
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90049
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83153
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77723
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02081
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65001
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.317
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02815
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69666
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845162
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750639
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18444
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66835
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21407
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8291
û(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52163
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24695
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27306
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18302
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92135
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83985
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85021
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16746
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06637
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03698
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.882
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08569
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77591
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3848
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864398
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777524
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217226
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704881
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24857
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86766
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56858
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30024
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47182
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35126
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10824
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95203
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08546
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40723
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30793
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31891
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81645
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50339
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09514
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72122
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883371
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259167
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249794
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7411
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28915
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90574
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61194
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44223
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67459
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52355
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29988
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09422
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32676
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63248
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56199
(368.05, 9.58, 332.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60977
