¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(337.94, 7.59, 333.08) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.934391
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50842
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.658613
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.61443
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.575271
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.539816
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.50854
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.487003
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.470469
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.461177
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.30952
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.293444
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.278526
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.264748
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.252105
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.84505
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.700337
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.008024
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.007974
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.003168
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.999411
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.996702
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.995039
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.994421
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.994847
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.996315
Ö(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480346
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713221
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958154
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222674
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50929
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.526928
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.483794
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.442256
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.4089
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.378163
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.357757
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.346678
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.21357
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.196588
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.180754
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.166057
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.152484
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.140028
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.824249
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.565793
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.868781
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.905403
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.899625
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.894885
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.891178
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.888505
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.886858
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.886241
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.886654
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.888093
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479786
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712619
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958899
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22348
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.448171
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.406082
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.365559
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.327709
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.296031
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.269859
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.251855
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.23897
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.104869
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.088134
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.07253
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.058048
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.044672
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.032396
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.80317
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.436586
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.735061
Ş(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.801271
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.795573
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.790896
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.787239
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.784597
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.782969
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.782355
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.782754
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.784164
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479239
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712012
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959644
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224279
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.341518
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.300238
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.260496
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.227947
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.198062
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.175563
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.156441
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.144897
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.000421
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.983925
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.968544
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.954267
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.941081
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.928977
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.781817
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.312441
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.606576
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.70785
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.701217
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.695596
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.690981
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.687371
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.684761
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.68315
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.682539
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.682925
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.684307
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478638
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711356
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960361
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225094
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.238992
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.202697
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.169974
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.138609
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.111362
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.090607
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.071026
å(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.059338
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.900016
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.883748
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.86858
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.854501
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.841497
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.897868
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.760203
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.193105
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.619126
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.611581
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.605036
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.599489
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.594934
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.591369
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.588791
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.587197
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.586587
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.586961
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.588317
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478009
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710703
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961102
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225863
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.254467
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.115654
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.083414
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.052511
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.030347
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.009819
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.990449
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.976811
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.803449
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.787403
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.772442
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.758553
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.745725
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.880613
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.738336
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.534881
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.526442
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.518995
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.512536
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.50706
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.502563
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.499041
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.496493
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.494916
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.494308
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.49467
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.496001
Ú(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477377
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709975
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960953
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226657
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513577
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.217977
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.076225
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.992023
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.974293
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.957689
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.942196
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.954928
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.741044
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.729091
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.718183
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.708309
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.699462
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.863155
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.716223
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.445593
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.437262
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.429912
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.423533
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.418127
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.413686
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.410207
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.407687
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.406126
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.405521
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.405872
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.407178
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476673
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709256
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958319
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224313
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512643
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.33096
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.185171
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.07067
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.052794
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.036056
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.020441
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.019794
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.815587
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.803554
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.792572
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.782639
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.773742
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.845498
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.368846
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.359647
É(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.351422
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.344163
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.337866
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.332525
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.328137
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.3247
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.322209
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.320662
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.32006
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.320401
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.321685
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475991
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708508
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955652
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22145
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509538
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822813
(338.02, 7.51, 334.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164595
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.155924
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.134144
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.117269
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.10153
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.086916
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.892829
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.88071
(338.02, 7.51, 334.02) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.869656
