¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993594
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77112
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.98581
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.96808
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.95321
(336.24, 7.50, 350.54) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 21.57466
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.10349
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.09053
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.08089
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.07454
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234521
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454163
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690878
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946698
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223976
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531339
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890405
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28672
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728159
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.221506
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.772982
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39172
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09587
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53519
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36881
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32348
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4275
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68466
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84312
Ô(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.665
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.83588
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.81217
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.82747
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.28106
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.2624
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.24708
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.23509
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.22644
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246777
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467356
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705119
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96211
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24071
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543709
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894771
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.291554
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731701
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225274
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779759
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39951
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10477
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53834
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37243
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32764
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43231
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69956
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75852
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57229
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.87568
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.85191
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.86499
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.49402
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.47516
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.45967
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.44756
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.4388
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25907
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480591
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719405
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977576
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257505
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562011
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899025
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296263
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73694
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.228875
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.783816
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40712
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11347
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54154
ã(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37604
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33181
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43716
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7146
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67608
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48203
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.91847
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.89465
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.90527
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.71451
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.69545
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.67979
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.66754
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.65868
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271399
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493865
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733738
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993095
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274361
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58038
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914509
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300848
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742042
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234225
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.787689
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41454
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12195
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54475
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37973
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33604
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44208
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72985
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59579
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3941
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.9643
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.94042
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.94835
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.94283
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.92356
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.90772
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.89533
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 22.88637
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283759
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507179
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748115
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008665
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291274
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598818
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.93468
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305307
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747003
æ(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239779
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792938
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13022
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54804
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38344
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34033
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44704
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74158
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53823
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35733
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.01319
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.98925
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 18.99425
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.17928
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.15979
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.14377
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.13124
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.12216
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296154
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520528
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762531
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024281
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308242
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617315
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954925
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32515
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.751824
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245175
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799018
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4251
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13828
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55129
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38718
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34462
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45205
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72289
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52216
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33966
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.06519
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.04118
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.04301
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.42419
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.40446
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.38826
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.37557
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.36638
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303436
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533912
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776988
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039944
ã(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325264
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635877
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975244
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34748
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757537
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.250415
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804919
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4318
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81826
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55464
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39096
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34895
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45712
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66355
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50747
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32357
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.12034
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.09626
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.09466
(336.24, 7.50, 350.54) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 21.35906
(336.24, 7.50, 350.54) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 21.34291
(336.24, 7.50, 350.54) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 21.32996
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.6287
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.61938
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30812
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537418
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788503
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055649
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342337
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6545
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995632
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.369896
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78229
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.255492
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810643
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4383
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82122
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55797
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3948
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35338
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46225
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60563
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47225
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30896
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.17869
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.15452
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.14924
(336.24, 7.50, 350.54) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 21.16293
(336.24, 7.50, 350.54) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 21.14692
(336.24, 7.50, 350.54) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 21.13408
(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.89096
Õ(336.24, 7.50, 350.54) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 23.88153
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320024
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54072
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790458
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062863
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.359182
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673179
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016087
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.392388
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807138
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26647
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816183
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44459
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82423
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56137
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39866
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3578
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46738
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54914
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40964
(336.24, 7.50, 350.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29585
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.24027
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.21603
(336.24, 7.50, 350.54) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 19.20679
(336.24, 7.50, 350.54) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 20.97346
