¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(338.91, 6.88, 312.53) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 9.597088
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985671
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193339
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41577
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645452
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893256
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161369
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452337
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779556
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.137953
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5323
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968221
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6549
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898754
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15677
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43024
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72046
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01863
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20272
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39482
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64493
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92957
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21933
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50903
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81473
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13781
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47962
Æ(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796527
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982216
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188711
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411941
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643181
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890804
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158712
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.449451
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771013
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129946
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.523473
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383626
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612255
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853817
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10939
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38016
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66744
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97276
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26549
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48699
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74745
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01151
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28953
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5827
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89212
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2192
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795373
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980981
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184125
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406999
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640995
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888442
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156154
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446673
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762984
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122046
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.514766
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344184
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570776
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810156
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06331
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33146
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61596
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91819
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24209
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55975
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81363
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08076
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36213
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65887
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97217
À(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3034
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794277
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979809
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179581
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402102
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.638891
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886171
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153695
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760071
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114253
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.506176
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305876
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530483
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767669
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01855
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28419
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56595
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86873
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19372
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57951
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88195
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15233
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43715
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73761
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05493
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793242
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9787
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17738
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397253
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636873
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883992
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151335
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441437
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757277
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106126
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.497708
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268631
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491317
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726467
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975073
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23829
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52202
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82464
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14691
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53271
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94995
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22623
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51466
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81901
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1405
½(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792266
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977658
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17626
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392452
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631847
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881905
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149075
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438981
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754598
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099448
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489364
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232458
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453274
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686386
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933146
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19934
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48177
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78194
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10303
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48745
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90127
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30256
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59476
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90313
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791351
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976679
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17521
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388373
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626712
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879909
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146912
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436632
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752038
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096646
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.481138
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197288
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416348
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648859
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898268
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16247
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44275
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74063
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06214
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44361
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85418
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29721
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67745
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99002
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790496
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975763
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174229
Ñ(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387319
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621629
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878005
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144851
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434391
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749594
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093973
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473034
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163183
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382693
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616828
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864511
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12681
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40508
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70066
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02261
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40127
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80868
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24816
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72364
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56925
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789701
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974913
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173318
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386339
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6166
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874418
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142886
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432258
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747271
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091429
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925463
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133018
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353284
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585877
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831858
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09234
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3686
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66204
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98439
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36033
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76471
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20082
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67249
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74147
(338.91, 6.88, 312.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63984
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704688
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911822
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133279
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370527
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625285
†(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899484
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195416
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507393
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875681
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279839
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724031
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20922
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73702
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42284
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19699
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06423
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12264
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71731
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62214
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1581
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71317
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700679
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907543
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128686
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365604
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619987
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893787
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189247
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509968
(338.75, 6.88, 312.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879451
