¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(325.85, 7.56, 366.67) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.05693
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.09472
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.0806
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.06934
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.06093
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.05537
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.05267
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.0528
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922694
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129634
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344718
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573454
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821652
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100718
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403079
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734416
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.093006
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.485652
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.933435
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.432801
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.992242
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63673
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38175
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23146
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19573
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39999
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86917
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75193
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92848
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.05611
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.03344
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.01366
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.99676
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.98272
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.97153
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.96318
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.95767
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.95499
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.95514
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919362
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125564
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340197
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568582
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817085
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095718
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397625
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728594
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086485
à(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479017
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926098
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.424432
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.982851
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62617
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36877
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21509
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17616
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37439
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83281
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70204
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86621
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.96162
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.93908
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.91941
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.90261
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.88865
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.87753
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.86923
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.86376
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.8611
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.86126
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916011
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1215
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33572
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563756
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812527
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090737
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392192
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722784
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080009
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472399
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918772
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416086
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.973481
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61557
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35573
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19875
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15666
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34869
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7964
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65238
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80435
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.87088
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.84845
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.8289
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.81218
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.7983
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.78724
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.779
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.77356
´(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.77093
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.7711
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912602
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117447
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331287
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.55898
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807982
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085776
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386783
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71699
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073582
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465801
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.911458
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407766
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964136
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60494
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34265
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18243
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13722
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32294
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75995
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.603
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74286
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.78378
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.76148
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.74202
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.7254
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.71159
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.7006
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.6924
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.687
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68439
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68458
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908841
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113403
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326899
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.554253
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803447
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080836
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381394
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711212
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067202
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459221
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90416
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399473
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954815
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59429
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32954
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16614
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11784
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29711
î(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72346
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55393
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6818
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.70028
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.67808
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.65872
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.64218
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.62845
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.61752
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.60937
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.604
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.60142
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.6016
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905087
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109367
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322557
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549575
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798923
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075915
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376029
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705452
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06087
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.452663
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896874
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.39121
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945519
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58361
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31638
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14988
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09855
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27122
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68695
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50515
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62109
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.62028
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.59819
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.57893
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.56247
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.5488
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.53792
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.52982
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.52449
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.52192
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.52212
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901343
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105341
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318261
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544946
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794414
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071018
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370687
Ü(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699709
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.054588
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44613
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.889606
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.382972
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.936202
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57291
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30319
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13365
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07933
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24527
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65041
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45662
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56083
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.54373
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.52174
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.50256
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.48618
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.47258
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.46175
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.45369
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.44839
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.44585
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.44606
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897609
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101328
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314011
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540368
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789916
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066142
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365371
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693984
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048357
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439615
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882355
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374765
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926899
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56219
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28997
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11746
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06019
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21926
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61386
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40845
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50094
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.47054
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.44865
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.42955
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.41325
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.39971
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.38894
Ã(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.38092
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.37565
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.37313
(325.66, 7.55, 366.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.37334
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893886
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097326
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309808
(325.66, 7.55, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535839
