¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(337.13, 7.53, 341.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817641
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379538
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602573
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842843
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102354
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383478
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654617
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923807
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213917
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530074
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884911
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40565
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09112
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68269
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11085
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56316
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0507
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56342
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12371
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73954
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7492
(337.02, 7.52, 342.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12492
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.976024
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.953543
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.932025
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.911434
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.891729
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.872922
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.854955
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.837874
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.82161
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.806196
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.791578
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.777764
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.764762
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.752509
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.741058
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.730338
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.720383
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.711184
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.70271
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.694983
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.687968
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.681676
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.686257
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.716501
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.869136
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.847497
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.82676
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.806931
é(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.787966
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.769869
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.752603
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.736185
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.720567
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.705751
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.69173
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.678498
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.666033
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.654324
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.643362
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.633141
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.623658
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.614899
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.606867
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.599545
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.59293
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.587126
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.589761
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.606195
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.64012
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.70562
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.807781
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.786529
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.766173
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.746685
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.728067
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.710295
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.693357
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.67723
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.661916
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.647387
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.633637
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.620658
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.608437
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.596964
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.586235
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.576238
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.566955
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.558402
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.550548
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.543406
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.53696
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.531462
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.533524
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.546418
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.57189
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.614676
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.690536
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.766945
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.745932
ï(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.725812
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.706559
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.688156
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.670597
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.653856
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.637923
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.622795
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.608449
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.594869
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.582057
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.569996
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.558672
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.548086
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.538219
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.529076
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.520645
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.512922
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.505882
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.499545
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.494249
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.496025
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.507254
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.529109
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.564407
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.620318
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.727106
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.739632
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.718791
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.698823
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.679727
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.661472
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.644058
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.627456
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.611657
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.596656
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.58243
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.568972
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.556274
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.544316
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.533109
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.522611
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.512846
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.503794
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.495441
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.487796
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.480845
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.474573
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.469422
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.471035
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.481359
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.501302
è(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.532983
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.581227
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.66032
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.722838
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.702106
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.68225
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.663258
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.645107
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.627785
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.611274
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.595572
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.580648
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.566511
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.553132
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.540509
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.528629
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.517486
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.507067
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.497363
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.488375
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.480087
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.472503
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.4656
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.45939
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.454324
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.455848
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.465675
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.484613
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.514442
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.559082
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.62875
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.801583
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.715133
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.694466
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.674676
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.655746
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.637654
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.620391
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.603948
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.588299
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.573434
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.559338
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.546017
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.53344
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.521612
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.510515
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.500139
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.490482
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.481533
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.47329
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.465736
è(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.458883
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.452705
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.447683
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.449172
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.458807
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.47732
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.506406
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.54965
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.616007
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.752447
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.71593
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.695291
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.675537
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.656631
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.638566
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.621334
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.604909
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.58929
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.574449
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.560386
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.547085
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.534534
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.522734
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.511661
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.501309
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.49168
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.482757
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.474542
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.46701
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.460181
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.45403
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.449014
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.450509
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.460187
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.478782
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.508019
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.551538
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.618527
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.759751
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.72529
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.704648
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.684881
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.665966
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.647902
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.630664
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.614238
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.598613
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.583777
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.569714
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.556418
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.543873
ğ(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.532074
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.521004
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.510672
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.501043
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.492131
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.483925
(337.02, 7.52, 342.55) (330.18, 1.34, 360.67) (0.81, 2.16, 0.81) Human 4.476411
