¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(336.44, 7.04, 317.66) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 10.1254
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 15.52323
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 15.75625
(336.44, 7.04, 317.66) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.89202
(336.44, 7.04, 317.66) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.97227
(336.44, 7.04, 317.66) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.97217
(336.44, 7.04, 317.66) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 15.90212
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.37756
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.48693
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622401
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70215
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785077
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87132
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961092
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054551
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151938
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25347
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430967
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663021
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913526
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64894
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30077
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08391
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13061
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79744
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.57788
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.48807
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 15.6386
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.16095
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.00665
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.99009
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.0604
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.22324
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.24468
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574473
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652632
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733917
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818429
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906374
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997915
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093245
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192638
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296266
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439759
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672816
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924407
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26011
¬(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95151
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97597
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58528
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.42343
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.32039
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 15.85276
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.00058
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.85742
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.84099
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.91429
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.07404
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.0112
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527763
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60445
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684116
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.766931
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853116
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942819
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036208
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133492
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234948
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340749
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451199
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682549
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935345
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87824
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82433
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37678
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.27424
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 16.15882
(336.44, 7.04, 317.66) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 15.97739
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.84597
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.71327
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.69696
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.77299
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.92976
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.78609
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482295
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.557478
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635597
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716822
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801304
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889196
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980713
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076046
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175364
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278973
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387053
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499969
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692481
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946409
²(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.17111
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.04982
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71616
(336.44, 7.04, 317.66) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 19.04306
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.09304
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.67355
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.82565
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.83816
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.76479
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 15.80828
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.56898
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437989
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511757
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588377
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66805
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750873
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.837051
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926728
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020136
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117476
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218954
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324808
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435303
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550707
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702591
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.47107
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.31103
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.94198
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.40658
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.12404
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.53694
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.68637
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.6927
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.61649
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.33157
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.35952
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394809
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.467192
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542409
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620553
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701812
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786319
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874288
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965868
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061232
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160637
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264357
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372556
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485537
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603601
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727079
¬(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.71859
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.36723
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.33627
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.26735
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.40474
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.5516
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.55217
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.4734
(336.44, 7.04, 317.66) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 16.36663
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.15738
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352741
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423801
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497603
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574332
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654051
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736981
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823233
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913036
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006537
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104002
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205614
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311602
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422251
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537848
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651607
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800787
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.78186
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.26979
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.20307
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.24262
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.94868
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.06866
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 18.1367
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.8685
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.96227
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311733
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381501
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454015
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529316
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607565
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.688968
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773606
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861664
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953415
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048941
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148526
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250979
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351047
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455358
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564174
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677719
¤(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.70479
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.23955
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.14218
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.18193
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.6303
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.87485
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.93397
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.87656
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.59338
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271759
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.34035
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411541
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4855
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56231
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642238
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725277
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811751
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90172
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991381
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08129
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174868
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272275
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373826
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479677
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590119
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822698
(336.44, 7.04, 317.66) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.41255
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.08464
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.12435
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.47112
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.68755
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.73834
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.67789
(336.44, 7.04, 317.66) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.3958
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232856
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300234
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370194
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.442817
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518322
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596771
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678324
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.757164
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838165
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922414
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010042
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101186
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196109
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294979
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398004
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505482
(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676235
’(336.44, 7.04, 317.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000231
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.0304
(336.44, 7.04, 317.66) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.06983
