¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(393.44, 7.05, 360.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.326483
õ(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405405
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658175
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932778
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232148
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561879
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933717
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345272
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803272
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315902
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893532
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54922
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29971
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81742
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36206
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09345
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91624
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36921
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.842237
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.992333
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152825
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7359
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935128
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14965
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381213
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631946
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904249
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200999
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528677
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897048
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304591
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757896
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265003
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836021
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48369
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22448
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86865
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46956
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19407
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94571
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74924
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.828961
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.978161
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137665
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716817
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914571
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127481
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357294
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606015
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876051
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170237
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495862
é(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860806
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264462
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713182
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214855
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779367
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41926
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15053
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92134
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54583
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22154
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97644
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14684
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.815826
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964143
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.122674
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29248
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894289
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105588
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333655
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58042
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848264
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139905
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463419
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825085
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224899
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669097
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165438
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72364
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35588
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07783
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90512
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5716
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25022
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00851
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5345
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75952
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.802835
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.95028
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.10785
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.276597
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874202
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084004
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310336
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555166
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820786
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109993
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431443
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78987
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185844
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625628
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11677
ë(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668731
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29352
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00523
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81254
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59838
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28003
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04189
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70438
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35508
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.789985
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.936571
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093194
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260894
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440853
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062679
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28726
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530209
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793709
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080462
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399863
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755061
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147324
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582765
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068813
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614706
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23217
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92648
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72167
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62628
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31107
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29067
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60136
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96914
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.777277
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.923016
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078706
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.245376
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424192
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041563
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264517
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505597
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766967
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051358
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368696
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720727
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109358
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540513
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021576
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561493
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16695
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84919
ß(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63254
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58863
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34327
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5905
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35847
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60046
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.764713
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.909616
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.064388
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230041
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407733
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598789
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242079
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481268
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740615
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022617
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337914
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686847
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071934
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498909
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975007
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507965
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10041
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7733
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54507
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48608
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37672
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8572
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23032
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24796
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.75229
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.89637
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.050235
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.214889
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391472
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581297
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219883
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457278
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71454
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994278
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307546
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653469
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035002
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457904
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929207
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450143
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03508
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69885
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45921
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3856
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41136
Û(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74541
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10566
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00534
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.740013
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.883279
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.036252
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199921
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375412
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564024
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764908
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433596
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688874
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966338
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277601
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620506
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998573
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417459
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880262
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393314
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970871
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62576
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37498
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2871
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36043
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6359
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98446
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87014
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95477
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.727876
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.870344
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.022436
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185134
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.359551
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5466
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.745969
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410233
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663539
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938776
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248028
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58801
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962691
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376768
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830356
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337361
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907768
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55402
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29234
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19058
(394.53, 7.03, 360.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24621
