¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955208
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58939
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91517
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25407
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59325
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81744
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0523
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30957
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61849
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94528
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29147
›(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68669
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49675
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432988
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59381
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765325
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948621
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14489
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355536
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582185
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819532
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072653
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346437
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625405
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919267
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237955
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584724
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.96332
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378339
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674397
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943344
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22921
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53368
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85849
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19468
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53001
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75165
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98385
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22723
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51922
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84083
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18139
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54281
(398.50, 14.70, 306.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13394
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86165
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61817
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35491
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47298
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25747
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11588
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09604
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14684
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29134
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64304
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18229
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0713
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80515
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57552
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30925
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36423
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18188
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04845
Ù(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02438
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21745
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54555
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07755
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94678
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98455
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74745
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53027
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1887
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30507
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10591
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00864
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93438
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99171
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14304
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44766
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97225
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82167
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89799
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68861
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47953
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06356
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24539
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03233
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95332
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84377
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90867
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06816
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34834
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86645
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69609
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.812
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62866
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42457
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93972
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18523
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98757
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86518
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75934
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82532
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99075
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26101
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72594
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47984
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66223
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5677
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36902
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80595
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12463
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91954
Ş(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77681
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71288
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74172
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89972
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17329
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58006
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20684
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31068
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50571
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31282
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67685
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0642
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85001
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68825
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66595
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.63867
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80282
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.08518
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43439
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93872
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96692
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44281
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25608
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55223
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99525
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78011
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63065
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60986
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53955
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70577
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99673
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28913
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70115
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63636
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37902
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1988
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43921
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92594
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70985
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57794
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50707
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48533
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60862
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90474
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14422
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58823
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34805
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31085
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12403
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31582
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85629
á(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65066
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50645
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40431
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43066
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51028
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79145
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03467
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47624
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06519
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23479
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04769
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19603
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78633
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59219
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42526
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.33288
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37556
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39972
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67823
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93404
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36518
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78775
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84722
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15814
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97063
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07978
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7392
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51176
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34385
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27154
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30486
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33638
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56513
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83337
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18205
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30256
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01935
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08095
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89287
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95713
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65827
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43114
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27179
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20979
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18556
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27263
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45217
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47408
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82857
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45934
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6114
á(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00335
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79089
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82121
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57709
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35036
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20977
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12725
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10281
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20849
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35283
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17634
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34455
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08956
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74351
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90434
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925312
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65192
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68958
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49573
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2882
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14592
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03293
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03137
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14399
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03205
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12539
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88188
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96148
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35874
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03519
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846945
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50454
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57006
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41826
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24251
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05266
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94832
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9596
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04128
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8877
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07591
(399.22, 14.68, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6391
