¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Þ(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63381
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.91374
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90403
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.89656
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.89132
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.922062
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.071511
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231125
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403409
ª(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590518
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792884
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01143
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247338
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503122
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78243
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087224
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426623
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802853
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216943
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681012
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194847
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769426
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42197
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18514
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06624
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09112
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30974
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47236
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9852
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.96645
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.94998
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.93576
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9238
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.91408
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9066
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90135
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.920296
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.069627
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.229111
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40099
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587919
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789961
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008273
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244006
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499411
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77838
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082859
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420791
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79714
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20903
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.673332
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.185557
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759358
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41054
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17081
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04416
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06703
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27817
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45935
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99759
Î(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.97882
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.96232
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.94809
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.93611
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92638
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.91889
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.91363
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.918611
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.067832
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.227193
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.398661
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585415
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787138
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005223
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240794
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495829
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774473
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078652
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415108
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79162
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201301
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665897
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176529
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.749611
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39947
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15691
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02669
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04357
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24745
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44795
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.01225
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99345
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.97693
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.96268
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95068
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.94093
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.93343
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92815
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.917009
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066123
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.225367
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396417
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583004
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784414
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002279
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237701
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492409
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770703
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0746
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409572
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786294
×(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19375
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.658709
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167766
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740238
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38877
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14344
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00974
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02075
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21752
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4382
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.02919
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.01036
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99381
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.97953
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.96752
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95775
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95022
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.94494
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.915488
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.064501
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223636
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.394262
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58069
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781791
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999443
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234732
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489181
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767077
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070706
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404187
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781165
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187011
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651766
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159267
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73118
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37842
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13039
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99329
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99375
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18844
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43007
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.04842
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.02956
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.01298
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99868
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.98663
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.97684
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9693
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.96399
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.91405
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.062968
¦(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221997
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392197
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57847
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779265
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996715
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231881
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486084
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763589
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066969
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399119
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.776227
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.181533
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64507
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151033
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.722443
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36844
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11777
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97736
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97359
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16019
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48312
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.06996
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.05105
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.03444
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.02011
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.00804
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99822
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99066
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.98534
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.912694
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.061522
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220453
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390519
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576345
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776838
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.994093
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22915
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483116
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760243
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063389
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395185
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770768
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176271
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638618
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14306
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714017
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35882
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10558
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96193
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95405
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13271
Õ(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58009
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.09382
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.07488
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.05823
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.04386
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.03176
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.02191
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.01432
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.00898
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.911303
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.060164
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219003
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388967
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574315
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774512
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991579
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226541
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48028
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757038
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059968
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391423
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7653
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171224
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632413
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.135678
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.705907
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34956
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09381
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94702
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93511
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1061
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58959
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.12002
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.10104
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.08434
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.06994
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.0578
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.04793
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.04031
(331.28, 7.72, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.03495
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.909689
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.058896
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217646
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.387515
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572381
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772408
(331.28, 7.72, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989173
