¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(340.06, 7.10, 367.12) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.808624
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50078
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017311
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227774
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454489
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699373
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964652
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252935
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567289
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435182
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828657
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262106
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741825
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27556
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87291
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20996
è(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47595
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75667
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05331
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36721
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44054
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50911
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58032
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65426
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73094
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81051
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89301
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97855
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06717
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15902
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25411
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40849
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61775
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016214
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226594
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453218
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697999
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96316
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251309
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565514
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435915
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829452
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262955
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742783
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27666
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87412
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20082
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40378
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6808
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97344
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28298
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43205
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50051
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57161
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64542
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.722
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80145
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88382
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96922
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05771
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14942
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32143
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52595
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00325
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015115
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225412
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451941
ë(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696618
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961663
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24968
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071129
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436633
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830269
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263866
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7438
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27777
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87311
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21254
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38075
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60703
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89575
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20113
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42526
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49364
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56465
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63836
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71488
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79422
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8765
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96179
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05019
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23942
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43937
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64754
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014013
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224226
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450663
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695234
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960162
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248046
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069218
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435807
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831124
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264796
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744815
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27892
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87093
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22553
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39417
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56969
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82028
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12156
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42023
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48852
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55947
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63312
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70954
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78882
ä(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87103
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97409
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16218
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35786
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56144
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01096
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012909
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223038
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449381
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693848
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958657
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73252
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067293
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433737
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83197
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265764
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745861
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28008
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86877
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23976
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40887
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58488
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76818
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0443
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35899
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48513
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55605
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62966
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70603
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78526
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90538
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08958
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28111
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48039
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6878
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5518
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011801
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221845
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.448095
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692457
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95715
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73074
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065391
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43163
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832838
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266729
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746952
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28131
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86674
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25531
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42489
ì(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60144
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78532
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97694
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27981
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4835
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5544
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62799
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70434
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84093
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0214
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20899
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40413
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60718
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02953
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11732
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010691
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220652
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446808
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691065
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422202
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728983
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063461
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42954
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831762
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267725
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748064
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28257
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86476
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27213
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44229
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61941
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8039
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99616
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20296
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48362
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55451
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62807
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78055
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95747
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14134
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33255
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53141
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73842
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57623
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00958
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219456
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445518
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.689671
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420615
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727223
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061533
ú(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427427
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829462
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268761
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749197
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28379
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86293
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29025
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46098
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63875
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82389
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01682
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21805
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44897
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55705
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72415
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89767
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.078
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26543
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46035
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66314
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05818
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01338
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008466
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218257
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444225
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688273
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418996
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72547
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059635
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425295
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827135
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269779
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750368
(340.15, 7.15, 366.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2851
