¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539878
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95403
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159383
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380394
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618881
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340039
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642508
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972238
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332993
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716355
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137578
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60313
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12022
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68841
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31014
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01061
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80557
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73362
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88299
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00364
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77129
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54953
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05605
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.024524
Ì(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.155741
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.294805
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442415
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59935
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76649
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956721
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162273
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383504
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622239
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34571
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648688
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978947
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33911
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722543
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144423
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610673
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1286
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69502
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31759
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01899
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82052
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75755
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00126
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96134
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63105
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39678
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54632
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.028152
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159578
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.298869
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446726
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60393
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771369
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959604
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165369
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386837
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072321
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351655
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655135
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985974
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345087
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729147
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151671
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618731
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13757
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7023
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32578
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02822
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84226
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7826
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12193
Ò(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07759
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49524
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24889
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.031947
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.163591
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.30312
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451236
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608724
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77647
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.962678
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168669
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390391
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078061
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357837
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661877
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993348
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351492
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736132
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159378
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627237
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14709
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71028
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33468
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59197
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98846
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80879
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.245
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19779
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60756
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10571
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.03591
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.167781
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.307559
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455944
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613728
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781797
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965942
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172176
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825273
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084047
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364375
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668959
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140461
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415379
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743566
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167588
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636344
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15714
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71893
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34435
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78638
Ò(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19563
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83613
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92765
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32202
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73789
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17702
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.040038
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.172148
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.312185
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460853
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618944
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787352
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9694
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175889
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83104
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090272
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371089
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676303
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250285
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496752
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75973
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176249
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64591
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16782
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72818
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59326
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98833
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4111
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86442
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05013
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45038
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8726
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26971
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.044334
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176692
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.316998
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46596
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624372
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793133
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973253
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59663
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837047
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096762
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378153
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002789
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32889
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580352
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848833
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185353
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655993
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1775
á(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73815
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79019
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19823
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63527
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1044
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17665
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58301
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89163
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15846
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.048798
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.181414
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322001
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471268
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630015
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79914
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37886
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602428
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84328
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103493
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516955
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168929
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409603
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666291
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940452
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233976
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666594
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18703
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60054
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99474
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41644
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86857
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91577
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29016
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53399
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78745
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05114
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32549
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.053429
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186313
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.327191
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.476776
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635871
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805376
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384426
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608417
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849758
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110511
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86259
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246951
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492567
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754577
é(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034691
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334768
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677695
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19716
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80002
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20732
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65285
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.667
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96331
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19534
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43641
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68698
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94761
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21878
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.058229
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191391
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332571
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482485
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641939
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181389
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390191
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614626
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856466
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389416
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091768
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327065
(392.16, 7.22, 360.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577746
