¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(437.59, 13.99, 297.66) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 10.81929
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03297
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14204
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86268
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693853
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960767
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25098
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568895
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919823
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306294
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741467
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23177
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781898
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42288
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14912
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03664
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14679
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85947
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694705
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961693
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25199
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570051
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921093
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308104
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743546
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234098
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.784522
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4261
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15124
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03956
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15029
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85396
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695434
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962484
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252851
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571032
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922172
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.309681
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745351
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236116
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786798
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42885
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15291
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04175
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15254
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84617
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696039
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963142
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253568
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57184
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92306
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311028
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746878
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237827
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.788724
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43113
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15413
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04319
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15354
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83611
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69652
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963664
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254138
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572476
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923757
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312144
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.74813
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23923
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790304
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43294
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15489
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04389
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15328
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82377
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696877
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964053
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254561
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572936
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924263
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313029
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749105
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240321
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791533
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43427
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1552
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04422
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15178
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80919
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697109
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964305
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254837
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573222
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924579
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31368
¡(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749803
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241101
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792413
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43514
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15506
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04382
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14901
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79236
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697219
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964424
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254967
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573335
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924703
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314101
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750223
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241571
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792944
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43553
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15446
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04265
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14501
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77332
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697203
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964406
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254946
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573273
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924634
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314289
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750363
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24173
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793123
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43546
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1534
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0407
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13975
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75207
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697062
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964255
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254782
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573037
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924375
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.314246
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750228
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241579
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792953
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43491
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15189
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03798
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13325
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72866
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696798
 (437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963967
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254468
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572628
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923924
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313969
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749816
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241115
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792432
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43388
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14992
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03448
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12551
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70308
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69641
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963546
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25401
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572042
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.923281
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313458
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749125
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.24034
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791559
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43239
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1475
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03021
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11893
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67538
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695896
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962989
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253403
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571283
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922447
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312718
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748154
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239257
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790339
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43042
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14464
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02517
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11142
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64558
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695261
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962298
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252649
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570351
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921423
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311746
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746909
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237863
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.788769
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42799
¡(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14132
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01937
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.10295
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61372
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6945
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961472
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25175
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569245
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.920207
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310541
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745387
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236159
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.786852
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42508
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13755
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01281
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09351
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57439
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693617
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960512
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250705
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567967
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918803
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.309106
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743589
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234146
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.784585
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42171
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13333
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00548
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08313
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52317
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692609
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959418
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249512
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566515
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.917209
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307441
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741657
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231824
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781969
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41787
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12866
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99741
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07179
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46868
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691478
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958191
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248175
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564893
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915424
²(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305546
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.739551
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.229197
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779009
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41357
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12355
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98857
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05951
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42962
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690227
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956829
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246691
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563098
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913451
(437.51, 14.01, 298.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.303419
