°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú (379.80, 10.23, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17198
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71855
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66006
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575106
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788824
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0206
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272609
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547709
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849046
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180654
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545546
∑(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97082
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454056
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00104
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625299
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35926
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26079
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35968
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62446
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29422
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34208
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96563
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29982
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9083
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86026
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567289
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780388
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011379
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262605
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536727
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837058
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167389
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532462
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959161
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441952
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987298
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60951
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33541
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23866
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33298
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60176
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30113
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35105
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01107
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47115
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09385
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559402
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771854
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002133
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252513
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525697
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82493
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154037
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519572
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942221
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42534
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972475
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593439
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31121
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21594
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30558
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58523
∫(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30701
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35856
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93735
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54137
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28085
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551502
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763321
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99286
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242377
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514619
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812778
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140627
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507161
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925121
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406071
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950542
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571983
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28781
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19271
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27756
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58012
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30313
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36468
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86353
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58373
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63648
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54353
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754706
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983479
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232186
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503492
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800544
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127146
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494551
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907892
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386604
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928447
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546652
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26543
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16895
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24887
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57397
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2953
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36937
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78971
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62725
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00444
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.535542
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.746024
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974089
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221943
π(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492273
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788235
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113599
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481867
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89285
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367015
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906147
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521084
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24495
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14467
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2196
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55913
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28608
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37259
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71594
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67191
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38536
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527494
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737317
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964623
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211644
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481034
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775915
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101072
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469105
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878571
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347252
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883696
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495374
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22403
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11985
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18972
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53079
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25537
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37442
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6422
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01034
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79822
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.520386
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728559
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955142
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201324
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469738
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763538
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089469
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456175
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864182
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327333
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861126
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469471
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2027
æ(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09456
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15927
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50148
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21808
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3748
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90214
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34721
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515067
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719788
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945602
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19094
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458416
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751079
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077704
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443159
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849662
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307312
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838346
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443449
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18095
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06876
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12823
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47126
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17958
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37375
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27179
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51435
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509721
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710962
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936039
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180529
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447025
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738594
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065915
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430068
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835028
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287991
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815474
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417236
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15877
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04251
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09665
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44007
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14326
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37129
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65512
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68204
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.32179
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702862
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.92639
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170027
ÿ(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435581
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726058
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054017
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416862
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820271
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271467
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792414
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390884
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1362
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01576
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06449
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40801
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11296
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36736
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85368
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85017
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.178936
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.361276
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916771
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159552
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424122
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715102
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042026
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403551
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805473
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254799
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769245
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368347
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11322
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9886
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03252
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37507
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08126
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36201
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04762
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95476
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93319
(379.60, 10.18, 325.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.174192
