¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (420.33, 14.09, 323.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57333
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072293
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13607
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202122
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270524
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341442
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414926
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49115
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570189
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652157
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737225
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82555
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917258
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012511
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456532
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005259
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685611
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.94319
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.94324
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.94493
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.94825
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.9532
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.9598
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624087
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667808
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713056
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759944
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808471
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858716
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910702
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964535
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020257
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07795
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137697
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200098
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268457
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339333
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412785
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488921
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567912
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649812
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734815
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823055
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91472
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009894
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310226
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836745
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769619
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.83851
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.83851
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.84013
Ñ(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.84337
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.84823
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.85472
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630812
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674703
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720118
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767138
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815834
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866219
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918385
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97236
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028263
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086137
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146049
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208083
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272356
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33891
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411364
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487492
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566419
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648294
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733254
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821465
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913072
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008199
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17013
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675829
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854042
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.79247
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.79523
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.7996
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.80559
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.8132
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.82243
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638186
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68223
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727813
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774982
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823815
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874378
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926693
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980885
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036963
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095013
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155151
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21743
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281891
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348658
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417864
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489556
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565748
Ù(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647612
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732584
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820756
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912342
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007477
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106307
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522038
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938818
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.849
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.85181
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.85624
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.8623
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.86999
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 10.87932
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646151
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690328
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736082
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783436
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83247
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883191
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935694
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990096
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046374
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104648
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164973
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227477
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292174
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359221
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428679
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500622
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575184
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652511
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732725
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820906
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912477
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007607
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106444
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37496
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023937
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.10532
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.13297
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.16242
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.19371
(420.39, 14.10, 323.20) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.22685
(420.39, 14.10, 323.20) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 11.35881
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654719
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699049
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792535
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841709
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892652
Î(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94539
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999973
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056485
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115007
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175569
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238294
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303267
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370563
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440297
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51253
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587409
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66504
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745517
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829047
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915659
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008695
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107567
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234179
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109318
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.95997
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.95982
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.96131
(420.39, 14.10, 323.20) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 11.35133
(420.39, 14.10, 323.20) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 11.35946
(420.39, 14.10, 323.20) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 11.3693
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663868
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708403
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754515
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802253
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851645
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902816
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955744
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010572
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067315
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126068
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186902
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249898
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315144
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382713
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452747
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525283
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600505
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678478
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759287
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843163
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930175
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020495
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114268
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212526
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194943
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.86898
Ú(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.86879
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.87023
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.87328
(420.39, 14.10, 323.20) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 11.42528
(420.39, 14.10, 323.20) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 11.43522
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673631
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.718389
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764685
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812635
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862264
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913636
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966828
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02187
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078893
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137901
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198976
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262269
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327799
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395679
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466025
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5389
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614436
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692752
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773985
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858245
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945645
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036408
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131431
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240168
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280771
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.78108
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.78085
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.78224
(420.39, 14.10, 323.20) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 10.86709
(420.39, 14.10, 323.20) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.40983
(420.39, 14.10, 323.20) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.42156
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684022
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728947
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775502
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823659
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873522
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925127
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978582
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033886
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09116
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150445
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211866
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275411
(420.39, 14.10, 323.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341276
