¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ (337.10, 7.05, 311.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.527063
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.41334
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.777619
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.14911
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.531804
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.976541
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.512888
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17883
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.03585
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.20105
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.94167
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.14576
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.516319
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.793247
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.095862
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.427857
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.793663
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.184615
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.569941
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.014928
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.552454
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2249
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10235
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.32256
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.21349
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.26944
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.527209
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.805136
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.10889
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.442191
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.809505
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.216251
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.608302
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.053439
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.591986
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.27076
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.16858
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.46139
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.33094
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.39205
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.537951
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.816863
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.121742
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.456336
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.825143
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.233625
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.646889
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.092071
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.631474
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31639
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.25343
ë (337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.67205
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.42344
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.51349
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.54854
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.828427
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.134418
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.470286
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.84057
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.250771
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.686279
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.130816
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.670908
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36738
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.35173
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.87647
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.51479
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.639
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.558975
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.839823
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.146912
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.484042
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.855782
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.26768
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.726318
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.169666
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.710276
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.42211
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.45014
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.94716
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.60491
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85097
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.569251
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.851048
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.159219
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.497592
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.870772
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.284348
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.745174
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.211227
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.749564
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47645
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59209
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.01672
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.69372
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0609
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.579366
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.862098
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.171337
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.510938
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.885537
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.300768
æ (337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.763539
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.254945
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.788766
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53037
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.73978
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.08509
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.78113
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2684
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.589316
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.87297
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.183262
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.524073
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.900073
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.316936
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.781627
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.299773
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.827868
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59024
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.79363
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.15221
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.86706
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49297
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.599099
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.883661
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.194989
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.536992
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.914371
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.332844
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.799427
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.322834
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.866854
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66984
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.84638
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.21803
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.95143
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74417
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.608709
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.894163
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.206513
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.549692
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.928428
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.348486
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.816936
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.342554
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.908128
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.77631
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.89797
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.28247
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.03415
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9848
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.618146
ê (337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.90448
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.217834
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.562166
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.942241
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.36386
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.834143
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.361944
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.954787
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.81752
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.94837
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34549
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.11514
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21122
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.627407
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.914602
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.228943
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.574411
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.955803
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.378955
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.851046
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.380995
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.980026
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.85769
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.99753
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.40701
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.19432
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43315
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.636487
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.92453
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.239841
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.586423
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.969106
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.393769
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.867638
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.399696
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.995193
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.89677
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.04541
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.46699
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.2716
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.93431
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.645382
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.934258
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.250521
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.5982
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.982152
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.408298
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.88391
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.418046
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.01879
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.93474
á (337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.09196
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.52537
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.34691
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3814
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.654094
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.943787
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.260982
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.609737
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.994935
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.422534
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.89986
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.426192
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.04584
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.96681
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.13715
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.58208
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.42016
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73947
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.662616
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.953108
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.271217
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.621024
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.007443
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.43647
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.915479
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.434019
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.0754
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.00389
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.18091
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.63707
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.49127
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.072
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.670947
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.96222
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.281226
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.632064
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.019679
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.450105
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.921394
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.445064
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10433
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.03983
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.22324
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.69029
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.56015
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.39648
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.679082
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.971122
(337.16, 7.02, 311.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.291003
