¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(408.31, 6.84, 365.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16273
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5625
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63029
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82372
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39478
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96731
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62708
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.652025
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81915
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997382
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229058
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462643
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688725
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959879
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3007
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583362
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973511
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.423598
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.936879
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542439
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29353
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16885
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32048
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30249
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35801
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8658
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43453
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26423
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625205
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7906
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966934
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19202
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42353
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646684
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907652
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24513
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523232
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895778
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339334
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832605
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426104
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14743
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98478
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08676
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51968
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91462
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31228
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85214
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91045
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598749
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762449
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93692
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155386
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385018
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605307
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.856081
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190585
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464248
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819346
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256802
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730482
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.312531
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00504
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80608
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86097
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22856
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49198
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82597
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32031
‡(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54224
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572655
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73469
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907337
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119153
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.347101
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564586
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805158
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137042
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406385
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744196
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175961
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.630462
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.20164
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.866219
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63255
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65516
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95759
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1146
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37401
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80758
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98331
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78023
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.54692
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707321
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878179
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083322
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309772
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524516
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755435
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084487
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349624
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670311
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096773
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.532495
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093353
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730876
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.464
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45931
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70451
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3012
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91804
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25317
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54795
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39436
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521541
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68034
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849442
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047889
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273019
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485082
‚(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713022
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032899
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29394
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597666
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019197
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436532
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.987594
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598896
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31044
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26966
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45989
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97424
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43979
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76107
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09868
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02188
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496515
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653743
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821124
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012856
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.236842
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446282
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671308
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982262
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.239314
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526243
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943197
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34253
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88429
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.470177
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16696
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08598
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21668
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65904
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98533
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30335
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61327
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63195
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47184
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627526
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793219
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978216
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201226
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408102
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.63028
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.93141
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185723
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459239
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868735
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25806
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.783371
…(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344612
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02741
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90799
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98215
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35693
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58313
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86608
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14924
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17801
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447513
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601685
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765723
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943973
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16617
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370537
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589931
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878722
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13315
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402431
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795778
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177524
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684771
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222114
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891649
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73546
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75589
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06716
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79018
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44804
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68534
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74744
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67311
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.423531
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57622
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738635
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911704
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131665
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333578
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550251
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826756
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081573
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346733
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72429
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098685
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.588424
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.102584
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759542
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56609
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53751
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78904
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42675
Œ(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97514
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18304
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29693
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29872
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.399891
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551124
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711948
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883274
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097703
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297215
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51123
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77551
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030973
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292123
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654238
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.021501
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494268
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.989861
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.630965
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39676
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32662
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52191
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07996
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48793
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70452
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85628
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9245
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.376592
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526396
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685661
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855279
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064281
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261446
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47286
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724975
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981336
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23858
(408.88, 6.93, 365.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585594
