¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198431
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42715
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63561
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85319
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08036
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29115
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59229
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21908
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90881
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62949
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34824
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601767
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846422
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111064
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398102
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718445
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072643
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462266
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881418
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33547
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840047
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29749
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47489
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66015
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8537
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0561
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26789
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66353
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91101
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09865
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29417
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.498
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71066
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93262
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1645
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42703
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0382
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92257
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73354
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46213
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603438
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848277
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113069
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400281
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720184
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074605
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464427
µ(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880603
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334558
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839013
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24285
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41822
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6013
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79257
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99253
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20175
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51507
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79058
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97423
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16551
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3649
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57284
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78984
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01642
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26727
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04795
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0908
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84121
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605097
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850072
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114993
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402368
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721837
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076414
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466405
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879688
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333582
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83793
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18982
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36318
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5442
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73322
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93085
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13757
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37126
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67398
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85379
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04103
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23615
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4396
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65183
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90321
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27344
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08883
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2696
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9526
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606688
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851775
¸(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11686
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404382
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723396
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078073
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468221
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878721
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332472
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836697
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13829
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30975
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48872
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67563
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87095
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0753
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28912
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56104
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73717
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92052
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11746
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3473
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58794
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84009
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31139
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1316
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37509
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06778
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608235
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853415
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118648
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406352
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724782
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079659
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467232
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877643
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331311
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835368
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08823
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25786
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4349
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61974
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81289
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01487
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22622
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45164
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63751
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84578
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06349
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29117
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52957
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77933
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35099
¹(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17628
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48409
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609736
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855038
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120378
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408248
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726125
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08108
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466183
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876475
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329982
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833913
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03966
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20754
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38264
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56552
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75652
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95627
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18872
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39954
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58924
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79568
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01146
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23713
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47332
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72078
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3923
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22289
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59673
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611156
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856568
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12207
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410068
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727281
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082367
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465074
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875214
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328621
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832373
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992552
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15867
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33196
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5129
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71871
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96212
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21853
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37817
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54273
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74743
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96137
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18509
·(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4192
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66444
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43535
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27151
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71315
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612529
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858075
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12367
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411805
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728394
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083571
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463839
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873861
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327136
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789052
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946832
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1113
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29324
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51446
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74701
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99178
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22732
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35832
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49797
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70102
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91317
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13499
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36713
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61023
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48015
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41546
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613843
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859478
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125203
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413485
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72934
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08463
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462528
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872431
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325553
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746248
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906584
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10839
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32017
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54259
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7765
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02271
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20942
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33996
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47534
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65635
»(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86681
(416.23, 14.70, 246.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08687
