¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(332.67, 7.38, 363.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482672
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643753
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888289
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14715
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30669
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46519
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63026
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80228
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09758
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54134
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16158
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88485
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620014
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862498
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123904
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359551
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54048
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731695
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945298
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179367
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428929
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695523
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82667
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957111
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137796
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354175
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582525
ƒ(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823804
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07914
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24026
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3966
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55939
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72898
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90577
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2977
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83025
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51329
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620854
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863412
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125543
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346389
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52657
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72913
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949306
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18359
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433439
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678657
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803372
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933052
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08385
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297536
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522985
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761106
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01297
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17589
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33014
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49075
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65802
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83237
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06539
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51771
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16388
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89171
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621657
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864288
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126456
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333622
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525846
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733244
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953663
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188237
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438385
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657104
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781072
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910032
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044211
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242409
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46502
„(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700086
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948674
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11353
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2658
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42427
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58935
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76134
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9407
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26788
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83471
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52434
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622426
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865113
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127368
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334294
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530034
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737692
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958372
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193272
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443746
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636486
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759844
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888067
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021526
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188784
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408652
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640773
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886145
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05316
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20352
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35993
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52287
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69264
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86958
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0542
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52412
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17871
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98435
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623133
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865872
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128215
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338584
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534576
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74254
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963514
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198696
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44952
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616843
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739559
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867167
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99992
…(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138107
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353813
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583097
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825377
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994702
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14318
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29769
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45857
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62614
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80085
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98302
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2443
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.853
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57915
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623784
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866609
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128208
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343173
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539472
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747708
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968987
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204556
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45578
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598178
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720318
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847274
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979371
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116845
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300433
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526964
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766287
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938114
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08481
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23742
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39632
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56185
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73434
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91423
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10189
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5456
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23331
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11634
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624437
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867273
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124321
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348129
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544673
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753227
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974844
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210808
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462433
†(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580444
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701997
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828403
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959908
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096732
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248595
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472425
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708872
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883401
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02836
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17917
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33617
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4997
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67005
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8477
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03305
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25503
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90743
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64211
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625024
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867901
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120498
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353362
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550248
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759114
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981089
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217434
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447198
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563669
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684697
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810549
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941429
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077681
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219521
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419413
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653094
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830428
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973749
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12283
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.278
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43962
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60796
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78638
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01686
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20739
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59992
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29596
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25948
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625541
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868472
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116789
„(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357034
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556131
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765356
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98775
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224484
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4318
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547821
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668344
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79366
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924019
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059677
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200911
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367903
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598856
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779228
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920969
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06836
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2218
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38154
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55878
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77794
(332.42, 7.34, 363.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00803
