¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (441.93, 14.36, 266.20) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 5.346942
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788332
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979812
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185345
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406503
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645091
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903205
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1833
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488249
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821455
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186977
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589683
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034916
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529101
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07327
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67173
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34562
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09377
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93231
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89161
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00705
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3199
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85343
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77669
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97776
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789078
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98061
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186203
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407428
«(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646089
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904288
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184474
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489529
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822858
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188519
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591384
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03672
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.531115
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07427
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67236
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34631
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09369
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93048
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88949
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00458
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31698
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84662
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76633
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97967
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789859
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981448
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187104
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408397
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647136
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905422
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.185708
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490875
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824328
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190136
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593168
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038622
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.533237
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07542
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67317
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34722
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09391
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92902
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88781
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00261
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31465
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84064
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61398
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98309
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790678
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982325
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188047
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409413
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648232
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90661
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186999
¥(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492283
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825871
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191829
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595039
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.040623
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535284
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07672
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67418
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34786
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09441
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92793
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88655
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00115
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31291
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83549
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60907
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98804
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791533
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983242
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189032
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410473
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649378
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907851
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188348
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493752
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827481
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1936
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596993
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04272
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.536581
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07801
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67539
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34856
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09417
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92721
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88573
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00018
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31178
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83117
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60514
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99453
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792426
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984199
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19006
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411581
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650574
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909145
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189755
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495287
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82916
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195447
›(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599031
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.044917
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.538013
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07926
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67679
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34952
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09387
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92687
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88533
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99972
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31124
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8277
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60218
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76594
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793355
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985193
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191129
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412732
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65182
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910494
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19122
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496886
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830909
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197368
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601153
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047209
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.53958
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08068
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67839
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35073
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0939
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9269
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88537
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99976
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31129
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82505
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60019
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76013
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794319
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986228
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19224
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413929
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653112
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911896
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192743
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498546
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832727
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199367
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603359
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0496
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.541281
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08227
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68017
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3522
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09425
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9273
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88583
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00031
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31193
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82372
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59916
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75558
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.36412
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795321
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987302
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193395
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415174
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654455
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913351
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194323
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50027
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834613
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20144
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60565
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.052088
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543117
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08403
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68214
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35393
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09493
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92807
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88673
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00136
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31318
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82354
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59911
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7523
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.36375
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796358
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988414
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19459
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416461
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655844
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914857
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.195961
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502055
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836567
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203588
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608022
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054671
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.545087
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08597
¡(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68431
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35591
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09593
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92922
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88805
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00291
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31502
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82418
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60001
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75027
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.36487
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797431
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989565
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195826
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417794
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657284
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916417
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197655
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503903
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838591
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.205812
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610477
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.057353
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547191
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08808
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68667
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35815
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09725
(441.66, 14.27, 267.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93073
