¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(385.16, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748593
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66051
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60471
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06094
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83972
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433685
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753433
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115559
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521659
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053361
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657379
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34939
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19848
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20573
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73702
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72291
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28998
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450015
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771262
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132169
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542506
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076964
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684334
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38045
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23675
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25134
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80812
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83883
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51538
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466179
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788948
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14853
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562773
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099975
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710607
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41078
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27398
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29574
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87684
¹(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95225
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73671
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482183
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80646
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164621
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58252
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122347
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736182
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44115
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31014
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33893
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94309
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06311
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9534
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498058
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823748
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180444
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601669
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144077
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761065
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47092
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34522
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38462
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00679
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17121
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16499
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513724
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840907
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19919
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620278
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165205
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785194
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49971
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38462
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44202
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06787
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27636
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35043
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529238
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857879
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217785
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638268
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185617
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808584
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53168
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42646
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49767
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12621
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39259
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52212
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544524
»(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874646
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236201
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655701
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205373
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83121
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55921
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46721
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55162
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1817
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51472
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68836
(384.92, 13.71, 309.68) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 24.87402
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559701
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891232
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25441
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672511
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224482
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853071
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58556
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50682
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60375
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23433
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63187
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84879
(384.92, 13.71, 309.68) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 24.91365
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574651
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907558
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272439
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692705
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242882
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874116
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61067
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54528
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65399
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28401
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74379
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91284
(384.92, 13.71, 309.68) (372.59, 7.60, 270.35) (1.00, 0.16, 1.00) Tools 24.95708
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589402
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923717
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290187
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712956
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260541
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894337
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63456
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58257
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70229
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3306
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8502
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85925
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604
º(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939679
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30771
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732651
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277491
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913802
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65719
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61867
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74868
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37413
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95087
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89319
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618314
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955416
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325005
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751822
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293738
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932386
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67854
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6535
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79298
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41443
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9453
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96373
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632471
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970907
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342053
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770468
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312304
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950157
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69856
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67754
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83521
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45152
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85703
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03071
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94239
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646423
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986181
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358831
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788494
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332763
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967066
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71729
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69992
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87525
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49407
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76411
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09409
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56607
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660154
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001201
¶(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375351
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805971
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352571
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983098
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73467
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72073
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91317
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48497
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66669
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15377
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3044
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673645
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01601
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391665
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822916
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371726
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998271
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75073
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73991
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94879
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46652
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57828
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2097
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0432
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686923
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030549
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407677
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839219
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390211
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01604
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7654
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75748
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94679
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44546
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48994
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17266
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78271
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699958
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04486
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423394
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854952
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408031
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03641
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77868
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77335
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94337
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4218
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39817
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14404
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66617
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714223
·(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058906
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43885
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870062
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42518
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.056
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79056
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78759
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96389
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39555
(384.92, 13.71, 309.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30304
