¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(409.97, 14.51, 245.76) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 9.8516
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014445
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284399
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577137
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895623
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248629
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639273
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069372
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543911
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07241
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66689
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40316
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26714
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30431
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80095
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20956
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12133
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60361
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534226
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765879
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015636
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285694
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578559
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897173
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25305
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644129
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07557
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553793
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08643
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68031
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41957
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28616
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30787
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83134
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17356
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09169
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29776
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53524
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766978
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016838
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287004
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579951
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900958
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257434
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648939
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080879
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559711
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09346
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69201
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43573
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30488
­(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31923
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86052
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13221
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05945
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02708
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536236
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768076
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018023
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288239
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581316
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904907
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261749
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653723
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086134
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565602
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70634
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45161
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32334
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34092
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88837
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08873
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02466
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76129
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537247
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769142
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019172
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289527
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582664
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908811
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26605
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658409
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091338
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571381
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10647
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72366
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46721
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34149
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36309
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91495
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04312
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98738
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58846
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53823
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770175
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020284
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290748
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585766
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91264
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270267
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663087
°(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096529
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577086
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11289
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74079
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48258
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3593
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40283
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94016
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04486
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95063
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55639
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539191
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771219
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021402
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291943
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589268
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916461
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274435
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66771
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101592
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582747
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11921
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75777
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49766
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37682
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44212
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96404
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06244
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9509
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.52208
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540128
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772234
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02252
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293136
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592694
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920202
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278575
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672231
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106615
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588366
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12936
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77464
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51246
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39402
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48097
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98657
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07787
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94862
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49698
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541064
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773229
±(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023583
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295375
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596108
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923947
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282639
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676721
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11158
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59387
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14407
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7913
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52859
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41088
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51939
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00772
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09106
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94377
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45517
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541956
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774206
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024634
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29846
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59948
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927585
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286657
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681122
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116467
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599327
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15863
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80783
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54749
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4274
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55731
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02752
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11014
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93634
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.41097
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542868
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775187
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025697
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301469
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602779
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931222
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290625
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685508
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121309
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604696
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17302
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82416
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56621
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44811
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59477
§(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04585
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13399
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73631
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.36444
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543747
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776129
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026974
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304489
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60605
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934806
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294561
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689808
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126101
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609981
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18725
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84032
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58471
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47898
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63173
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0628
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15511
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4581
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32778
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544574
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777032
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029683
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307442
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609262
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938307
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298397
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694056
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130777
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622272
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20136
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85633
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60302
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5043
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65327
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06108
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14397
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16894
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30157
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545452
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777949
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032372
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310379
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612405
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941777
(410.37, 14.47, 245.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302193
