¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¥(327.24, 7.31, 384.13) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.25694
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 18.76679
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 18.90636
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.32127
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770072
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968092
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179939
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.40837
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655367
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923243
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216391
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.536851
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.890137
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285334
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.723576
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208286
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743043
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34073
›(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01827
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81039
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74247
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82269
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06524
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59571
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.68273
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.20269
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.15711
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.26639
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.62753
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77057
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968523
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180401
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408869
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655907
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923946
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217353
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.537903
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891685
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287045
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725479
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208844
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743496
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34122
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01884
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81392
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74659
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82367
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06641
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60252
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49596
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.67557
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.56699
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.64312
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.95426
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771072
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968965
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180878
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409384
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656466
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924841
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218331
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538972
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89323
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288754
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72738
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.209429
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743979
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34177
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01946
”(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81745
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7507
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82474
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06768
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60934
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50301
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.17591
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 19.99785
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.03765
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.36184
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771585
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969426
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181374
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409919
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657045
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925756
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.219326
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540062
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894777
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290465
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729282
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21004
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744504
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34237
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02201
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82098
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75482
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82588
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06904
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61617
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5102
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.70603
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.45124
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.45119
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.78933
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772108
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969902
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181885
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410471
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657642
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926683
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220338
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541169
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.896321
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.292173
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73118
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210679
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74507
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34301
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02482
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82451
Š(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75894
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82711
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0705
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62301
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51754
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.88954
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.92885
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 20.90815
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.23815
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772638
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97039
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182413
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411042
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658262
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927626
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221367
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542295
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897864
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29388
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733079
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211351
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745678
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34369
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02765
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82804
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76306
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82842
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07206
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.62987
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52502
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.90392
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.43259
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.41134
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.70982
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773176
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970896
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.182957
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41163
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658896
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928583
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22241
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543437
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.899405
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.295586
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733786
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212048
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746328
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34443
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03048
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83157
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76717
÷(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8298
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0767
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63673
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53264
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91828
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.96453
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 21.94271
(327.46, 7.33, 383.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 22.20602
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773725
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971417
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18352
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412235
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65958
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929557
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223473
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544602
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900946
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297291
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734437
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212774
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747023
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34521
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03333
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83509
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77077
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83128
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08202
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6436
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54041
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9326
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.16812
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774281
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971953
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184096
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412858
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660489
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930544
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22455
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545779
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902484
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298991
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735112
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21353
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747754
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34604
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0362
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83861
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77231
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83282
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08736
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65047
ï(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54831
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.94689
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18395
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774846
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972504
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184689
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413499
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661411
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931547
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225643
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546977
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904019
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300691
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735814
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.214312
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748529
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34691
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03907
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84213
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7739
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83445
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09272
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65735
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55635
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96114
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19972
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775419
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973071
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185299
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414157
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.662347
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932564
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226753
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.54819
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.905553
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302388
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736539
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215122
(327.46, 7.33, 383.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.749349
