¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(372.15, 8.70, 340.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.95976
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16778
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24858
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32521
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40492
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48787
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57393
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66337
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75622
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85255
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95246
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05604
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16336
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27463
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.551498
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200445
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455998
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731538
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029463
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352565
…(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717484
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122833
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569153
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02137
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49697
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02169
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60346
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25201
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91099
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60513
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51209
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95372
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02968
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10866
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19172
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27841
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36739
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45208
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54003
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63131
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72603
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82433
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92624
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03186
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14132
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980893
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219832
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476853
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75405
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053846
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379063
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747368
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155657
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605429
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06709
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54729
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07735
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66535
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32846
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.984
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68639
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6219
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82198
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89636
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97377
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05423
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13813
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22634
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31784
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4128
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51062
ş(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60388
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70056
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80082
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90482
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01254
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998788
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239313
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497838
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776696
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0784
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40572
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777407
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188683
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6419
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11341
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59827
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13376
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72808
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42078
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05828
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76917
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62453
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69452
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76743
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84329
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92221
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00415
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08931
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17868
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27182
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36838
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4685
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5723
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67973
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7821
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8882
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014133
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258911
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518946
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79953
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103123
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432607
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807636
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2219
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676226
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16022
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64991
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19091
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79166
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51451
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13473
„(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85344
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50264
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57127
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64275
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71716
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79453
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87493
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95848
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04521
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13557
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23035
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32862
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43046
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53603
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64538
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75867
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029493
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278632
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5402
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822476
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127991
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459635
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837999
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255346
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70933
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20236
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70217
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24877
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8561
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59426
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21781
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94658
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38476
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45203
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52216
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59513
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67106
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75001
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83202
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91718
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00558
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0973
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19343
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29346
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39712
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50452
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61578
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044883
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298138
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561568
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84559
‡(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153056
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486884
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868532
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288914
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742681
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2393
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75507
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3074
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93353
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67091
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30248
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04846
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27067
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33671
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40552
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47713
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55168
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6292
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70975
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79339
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88025
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97035
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06383
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16104
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26291
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36843
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47777
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060332
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314776
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583097
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868828
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178255
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514297
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899223
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322733
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776211
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27647
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80861
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36675
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01972
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74897
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38878
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09823
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16035
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22516
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29271
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36305
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43625
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51239
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59154
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67371
ƒ(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75906
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84764
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93954
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03482
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1336
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23699
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34447
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0758
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331447
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604732
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892221
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203632
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541914
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930037
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354334
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809962
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31386
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86279
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42687
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10711
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82848
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47666
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99307
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05362
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11727
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1836
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25272
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32465
(371.88, 8.72, 339.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39946
