¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(353.31, 7.15, 354.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89882
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14926
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21767
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28935
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36431
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44268
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5245
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64394
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31559
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381316
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449497
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.520275
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593781
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6701
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749433
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920506
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179312
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420079
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409278
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533738
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895965
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301867
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759773
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28027
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.877033
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.568034
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37737
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33813
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68081
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15634
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94189
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08787
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15311
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22157
Ø(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29326
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3683
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44668
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52854
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61392
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.310859
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37646
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444522
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.515136
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588486
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664645
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743797
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898808
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15563
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436827
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418822
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503348
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862035
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263743
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716633
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231063
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820393
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.502146
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29978
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24544
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55116
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01382
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81518
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09437
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15967
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22815
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2999
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37495
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45343
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53535
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62077
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306608
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372078
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439989
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510497
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583696
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.659708
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738699
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877349
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132202
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411108
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436859
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47658
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828507
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226095
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674062
Û(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182542
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764585
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437296
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22351
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15444
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42412
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87451
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67544
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10348
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16885
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23742
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30924
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3844
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46291
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54493
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63044
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30282
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368169
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435982
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506371
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579414
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655294
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734151
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856147
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109023
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385718
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455994
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486286
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795377
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188915
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632047
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134692
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709602
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.373465
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14851
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06062
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28342
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73828
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48081
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11526
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18071
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24936
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32129
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39658
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47519
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55731
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64294
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.299472
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.364732
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432434
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.502698
Ç(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57566
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651441
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.730158
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835137
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086099
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3606
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476218
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496814
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762645
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152205
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590591
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.087513
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655436
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31064
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07479
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96755
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14443
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60505
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29108
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02291
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19524
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26402
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33606
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41148
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49023
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57247
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65825
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.296579
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.361739
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429369
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.499538
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572392
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648063
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726715
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814363
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063418
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335763
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497539
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508176
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730311
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115959
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549688
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040997
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602076
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248814
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.999415
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87628
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92367
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47479
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10615
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89041
×(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21248
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28138
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35358
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42913
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50805
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59045
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6764
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294127
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359241
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426783
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496873
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569666
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645199
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723783
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805369
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311226
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519976
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520372
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69837
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080177
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509331
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995136
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549509
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187963
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923811
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78676
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81602
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34739
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92585
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76104
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23241
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3015
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37386
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44955
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52869
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61126
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69738
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.292129
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.35717
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424659
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494695
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567404
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642895
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721376
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802931
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01883
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286969
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54355
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533418
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666823
Ç(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044855
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46952
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.949927
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.497731
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126368
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849558
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69896
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7106
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21267
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75001
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63193
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25504
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32431
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39688
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47278
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5521
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64031
(354.16, 7.14, 354.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73693
