¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ô(332.34, 7.49, 364.76) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 23.29959
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94648
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93094
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91779
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90704
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89868
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8927
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88909
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88785
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701855
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887491
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08656
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303214
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540273
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796915
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075033
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37785
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708952
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076819
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48905
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942434
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.449853
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00939
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63287
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35872
÷(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20515
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17229
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24218
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61608
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26521
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9872
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96681
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94884
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93329
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92015
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9094
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90103
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89505
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89144
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8902
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704224
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890028
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089283
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305893
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543169
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800056
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078491
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381559
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713012
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080607
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493247
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946402
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454803
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01452
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63884
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36332
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20903
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17691
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24536
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61989
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26982
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99196
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97156
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95359
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93803
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92488
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91413
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90576
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89977
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89616
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.89492
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706643
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892618
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092062
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308614
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54611
Ğ(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803243
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08201
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385323
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717136
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084435
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.497487
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950413
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459858
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01975
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64495
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36798
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21297
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18175
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24885
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62403
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27482
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99911
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9787
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96072
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94516
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.932
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92124
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91286
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90687
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90326
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90202
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.70911
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895259
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094897
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311416
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549091
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806476
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085584
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389148
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721324
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088303
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501774
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.954465
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465017
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02507
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65118
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37269
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21696
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1868
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25262
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6285
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28023
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.00867
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98824
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97025
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95467
Ö(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94151
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93073
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92235
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91636
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.91274
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9115
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711624
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897953
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097789
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314315
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552114
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809753
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089213
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393027
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725575
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092208
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5061
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.958558
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47028
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03049
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65755
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37744
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22102
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19206
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25663
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63331
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15848
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.02063
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.00019
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98218
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96659
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95341
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94263
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93424
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92823
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92461
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.92336
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714187
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900697
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100735
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317258
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555179
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813076
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092896
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396963
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729888
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096152
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510473
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962691
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.475646
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03601
ó(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66405
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38225
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22514
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19753
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31186
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63842
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97494
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03501
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.01454
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99651
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98091
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96771
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95692
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94852
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.94251
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93888
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.93763
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.716799
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903495
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103737
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320243
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558286
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816444
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096635
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400956
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734262
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.100137
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.514887
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966865
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481115
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04162
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67068
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3871
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22931
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20322
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31688
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64387
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79559
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.05182
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03133
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.01328
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99765
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98444
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97363
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.96521
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95919
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.95555
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9543
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719458
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906342
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106795
Ã(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323271
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561432
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819855
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100427
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405004
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738698
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10427
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.519343
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.971079
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486686
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04733
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67743
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39199
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23355
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20912
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32216
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64962
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76317
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.07107
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.05054
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03247
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.01682
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.00359
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.99276
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.98433
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.9783
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97465
(332.03, 7.52, 365.23) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.97339
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722164
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909242
(332.03, 7.52, 365.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109907
