¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112545
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.522826
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87023
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215128
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554976
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.46078
Ï(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.4723
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.624019
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.882619
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.167113
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.48154
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.830825
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.221038
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.659745
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.545453
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.992829
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.98403
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.976151
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.969182
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.963118
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.957955
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14676
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51447
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94817
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44685
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0657
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04442
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.388113
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.659275
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.955563
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262861
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553405
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.862484
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.147613
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.455508
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.788951
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.454992
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.544431
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.795366
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.071041
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.37525
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.712613
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.08879
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.986941
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.976338
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.086595
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.151681
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.144217
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.137686
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.132083
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.0782
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.927685
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.924325
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07171
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58758
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20784
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22826
Ü(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.469884
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746297
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994156
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262145
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.514904
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.77349
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.051751
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.351967
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.668855
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.466402
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.467205
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.710816
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.978084
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.272579
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.598629
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.973293
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.012864
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.132035
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.256977
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.373401
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.365701
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.358968
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.353196
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.335089
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.131845
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.942098
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.896976
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73315
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35494
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41871
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515681
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745631
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.978453
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.198499
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.434018
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.686657
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.958301
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.203567
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.386582
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.579261
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.463149
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.628858
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.888107
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.173353
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.961581
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.05879
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.179195
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.30544
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.437937
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.57712
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.604773
à(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.597825
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.591874
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.586915
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.394733
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.188796
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.996576
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.871602
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50715
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61591
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515075
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.707602
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.909341
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.124689
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.355025
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.601925
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.788864
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.951684
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.122695
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.302491
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.476262
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.549388
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.800982
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.197315
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.938514
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.160389
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.3557
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.489683
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.630451
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.778492
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.863566
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.856387
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.850244
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.845134
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.682367
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.457983
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.249082
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.848871
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66469
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8202
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.458561
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.644135
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.841737
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.05254
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.277867
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.4171
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.562732
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.715368
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.875494
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 8.043633
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.490259
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.475561
â(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.797911
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.929733
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.97035
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.25095
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.543311
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.685776
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.835627
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.993417
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.144573
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.137149
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.130801
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.125529
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.998359
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.752831
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.524887
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.827183
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82773
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03182
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.400096
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.582009
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.775605
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.956912
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.082101
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.212975
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.349894
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.493252
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.643478
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.625713
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.6028
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.490414
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.970627
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.908716
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.05549
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.344546
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.663624
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.894864
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.05472
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.22327
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.401203
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.443042
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.436477
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.43103
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.347059
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.077132
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.827319
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.019453
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.805823
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25108
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.342826
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.521191
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.665664
å(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.778821
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.896933
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.020299
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.149246
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.284127
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.261186
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 7.238257
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.52095
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.597743
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.153389
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.888722
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.143392
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.441315
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.770668
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.118245
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.289157
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.469623
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.660425
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.777542
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.770744
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.765115
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.733753
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.43547
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.160371
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.351838
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.786166
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51559
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.286727
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.400452
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.5031
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.610099
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.721697
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.838165
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.95816
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.934002
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.911038
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 6.889252
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.537668
(340.66, 7.12, 366.34) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.757145
(340.66, 7.12, 366.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51238
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 5.869738
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.184094
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.541404
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 6.881565
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.260186
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.540564
(340.66, 7.12, 366.34) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 7.734271
