¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85363
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196011
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.547013
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944976
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407619
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919683
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47234
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09196
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83378
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71476
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45871
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57134
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8722
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40222
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47541
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43081
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65443
(336.82, 7.54, 344.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 23.63655
¯(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780153
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112367
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479967
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510455
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595515
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893783
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21771
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570695
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956758
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410882
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925929
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50175
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12504
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84075
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72283
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4636
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.577
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8789
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38124
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57709
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5429
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89569
(336.82, 7.54, 344.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 23.81892
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808701
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143898
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515027
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499061
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614059
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913889
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23958
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594566
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982917
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.414102
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929521
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50631
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15601
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8666
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73073
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46853
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58279
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88563
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36072
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68139
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70296
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14396
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83709
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175304
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512116
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493178
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632737
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934144
¡(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261616
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618625
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.009288
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.438526
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933066
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51029
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1605
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89837
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73845
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47354
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58857
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89249
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34071
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78847
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92589
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39951
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865386
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206616
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499401
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488152
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651549
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954548
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28382
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642877
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.035875
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467802
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94465
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51421
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16494
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90342
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74856
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47857
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59443
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89935
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32115
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88746
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15508
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48009
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893525
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237758
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487845
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483976
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670493
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9751
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30619
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667314
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062675
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.497318
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977314
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51808
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16932
¶(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90841
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75429
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48367
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60033
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9063
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30209
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90061
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99902
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30198
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921531
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268806
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47744
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48065
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689566
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995796
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328725
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691933
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089683
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527075
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01026
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54673
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17363
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91332
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75994
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48881
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60631
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91333
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33881
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83168
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84524
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12838
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949352
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299624
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469506
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476485
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701944
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015229
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.351418
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716736
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116899
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557071
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04347
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58371
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18713
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91816
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52701
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49397
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61231
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92041
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37891
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76483
¯(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71101
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977015
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312713
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463342
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472185
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703457
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016874
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358177
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731194
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140487
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587305
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07696
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62101
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22892
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92293
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53155
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49919
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61839
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92756
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41957
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70009
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6398
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004532
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314025
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458305
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468735
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704983
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018533
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359986
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.733174
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142665
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593948
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09368
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65001
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27108
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96011
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53614
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50447
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62452
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93477
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46079
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63737
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57088
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031823
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315314
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454386
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466128
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706521
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020205
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361811
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735169
§(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14486
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.596375
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09637
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65302
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2764
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97918
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54075
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50975
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63068
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.942
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49653
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57666
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55593
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058917
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316586
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451583
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464369
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708071
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.021891
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363648
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737185
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.147074
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.59882
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09909
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65605
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27981
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98303
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5454
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51512
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63692
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94934
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50528
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64717
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7378
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07402
(336.82, 7.54, 344.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317911
