¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.77133
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6585
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866279
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.095656
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344688
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615963
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912549
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238107
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597033
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990016
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415279
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.889758
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42243
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0246
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71069
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49945
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42169
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51741
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84869
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48791
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44613
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05191
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.50655
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295728
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.474218
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666034
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874632
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104711
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354533
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626709
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924322
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251054
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611314
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005317
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432302
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.908806
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.443884
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04894
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73855
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53162
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45984
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56266
é(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90378
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55273
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5311
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17198
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.67103
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302291
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481262
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673614
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883013
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113797
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.364417
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637494
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.936139
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264057
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625656
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.020729
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44945
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.927999
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465507
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07348
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76664
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56409
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49832
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60834
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95935
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6183
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61706
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.29359
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.83792
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.308892
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.488347
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681236
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891422
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122915
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.374334
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648319
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27711
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640059
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036247
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466722
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947335
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.487297
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09822
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79496
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59683
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53712
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65398
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0154
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.68459
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70402
ì(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.41673
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.31553
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495471
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688903
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.899856
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132061
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384284
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659183
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.959906
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290213
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654519
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051873
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484116
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966812
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509252
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12316
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82352
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62987
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57626
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69878
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07191
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75162
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79196
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.53789
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.3222
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502634
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696611
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.908314
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141234
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394265
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670082
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971853
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303365
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669037
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067604
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50163
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98643
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.531371
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14828
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85231
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66318
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61572
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74401
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12889
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81939
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88091
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65249
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328907
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.509835
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704361
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916798
ì(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150435
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404278
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681016
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983841
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316562
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68361
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083438
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.519264
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.006186
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.553656
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17361
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88134
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69678
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65552
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78967
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18635
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88789
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.97085
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76859
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.335648
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517073
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712154
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925303
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159662
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41432
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691986
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995869
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329807
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.698235
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099375
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537018
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02608
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.576097
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19912
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91059
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73065
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69563
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83575
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24427
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95713
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.0618
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88619
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342422
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.524347
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719983
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93383
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168914
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424389
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702986
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007931
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343092
é(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712913
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115413
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554886
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046108
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598699
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22482
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94007
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7648
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73607
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.88225
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30265
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02712
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15376
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.00529
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349226
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531656
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727853
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942378
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178186
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434485
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714014
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020029
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356405
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727637
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131549
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572867
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.06627
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.621456
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25071
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96977
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79923
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77682
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92917
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36162
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09784
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24721
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12593
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.356064
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.539
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73576
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950943
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187484
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444607
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725075
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032162
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36975
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74241
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147783
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590963
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086563
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.644371
æ(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27678
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9997
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83393
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8179
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97651
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42133
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1693
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3492
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2481
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362931
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546376
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743704
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959528
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1968
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454751
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736161
