¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(397.74, 13.95, 247.68) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.591535
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.51669
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.583
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09616
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09602
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.09739
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.10026
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.10461
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.11156
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.12168
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250487
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460374
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685873
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928795
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191122
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47763
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795687
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097304
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323708
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564456
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820884
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094532
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387147
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733773
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64436
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02655
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18103
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18469
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01057
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.981754
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22346
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.964262
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.5108
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52701
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.03986
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.03969
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04099
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04379
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04808
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.05641
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.06643
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246171
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455765
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680941
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923427
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18534
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474413
ã(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792205
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089798
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315732
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55598
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811859
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084921
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376892
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760159
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75431
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90565
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14931
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48749
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.0204
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.917648
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.924135
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.906027
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.482
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47465
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.985655
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.985425
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.986679
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.989425
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.994937
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00335
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.01327
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241911
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451189
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675991
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918135
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179616
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471221
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788684
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082755
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308253
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548045
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803411
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075941
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38663
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787134
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86532
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7837
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.00291
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.985319
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.96928
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2354
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.08009
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.877789
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.821469
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.848033
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.933469
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.933205
à(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.934421
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.937167
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.943997
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.952323
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.96215
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237713
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44664
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67111
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912859
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176679
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468011
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785245
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076148
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301275
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540651
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795549
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067522
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41195
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814793
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.995747
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.966629
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.94014
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.92266
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.907118
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.900848
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.896064
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.18055
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.850883
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.765572
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.797296
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.88299
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.884172
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.888288
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.895042
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.903286
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.913025
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23351
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44216
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666263
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907657
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173764
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46483
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781769
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070028
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294796
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53376
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788198
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065995
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437827
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854112
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.937141
ü(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.90824
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.880979
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.862245
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.85017
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.843885
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.839784
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.63694
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20661
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.724846
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.73525
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.834741
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.83614
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.841347
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.84803
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.856195
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.865848
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229338
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437704
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661482
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902858
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170865
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461713
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778347
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064366
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288779
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527372
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781452
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090342
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464295
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.922755
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.887363
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.853692
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.828486
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.809027
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.797433
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.792498
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.792295
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.793552
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.62566
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.937318
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.678843
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.788409
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.735965
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.742401
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.802917
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.811007
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.820577
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225191
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433254
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656739
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900215
ï(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167982
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4586
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774915
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059186
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283278
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521511
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775213
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115211
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491308
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.87515
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.839988
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.808123
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.781598
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.760848
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.752681
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.746955
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.746693
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.747886
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.58029
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.57081
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.640625
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.748761
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.750855
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.754408
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.759418
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.765894
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.773837
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221128
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428888
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65203
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897554
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16515
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455459
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771534
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054399
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278267
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516173
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792456
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140581
(397.70, 13.94, 247.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518909
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.837428
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.80274
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.769951
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.74572
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.72692
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.715711
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.711268
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.710701
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.711578
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53687
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52743
ë(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.60416
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.707708
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.709765
(397.70, 13.94, 247.64) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.713276
