¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
» (407.95, 7.41, 367.43) (384.68, 2.04, 354.46) (8.16, 2.90, 6.63) Truck 6.981957
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56323
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66471
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77004
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87945
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179238
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391801
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620525
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867262
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13427
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42399
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739455
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084194
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46237
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879069
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340381
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853837
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41222
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93963
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54247
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21757
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84661
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51655
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49786
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72369
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78451
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0575
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14581
ƒ(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22927
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31621
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40679
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50101
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59901
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70084
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80663
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91645
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176802
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389153
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617693
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864254
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130971
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420392
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73553
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079873
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457659
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873857
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33461
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847372
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40369
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.925
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52617
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19925
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83884
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50793
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24541
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76501
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93973
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10215
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1825
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26631
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35367
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4446
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53925
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63767
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73993
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84616
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95645
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174356
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386546
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614887
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86119
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127686
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416829
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731622
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075616
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452925
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868663
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328863
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840946
…(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39547
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91163
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51026
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1814
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83182
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50011
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23602
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75938
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06385
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14123
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22196
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30616
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39395
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48534
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58039
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67926
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78203
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88873
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99948
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17195
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383959
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612073
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858155
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124379
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413231
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727732
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071373
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448261
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863503
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323105
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834534
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38757
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90292
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49464
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16392
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82546
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49305
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22757
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67441
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05884
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1568
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24103
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32639
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41535
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50796
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6043
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70442
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80845
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9165
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02864
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169528
„(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381361
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60928
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855154
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121121
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409718
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723886
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067108
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443632
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858387
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3174
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82819
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38002
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89455
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47946
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14683
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80876
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48685
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22012
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00643
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03728
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13493
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23644
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33972
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42882
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52157
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61801
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71831
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82251
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93071
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04302
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16715
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378806
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606538
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852151
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117871
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406174
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720027
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06294
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439012
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853251
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311745
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821881
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37275
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88654
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46459
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13015
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79116
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48136
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21363
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31461
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01826
ş(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11569
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21697
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32211
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43126
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53788
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63454
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.735
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83942
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94777
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06031
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164757
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376239
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60376
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849178
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114632
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402657
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716211
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05875
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434423
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848184
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306135
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81558
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3658
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87888
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45009
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11391
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77418
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47667
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2081
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96679
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00182
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09911
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20015
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30508
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41398
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.527
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64417
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75449
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85911
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96773
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0805
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162374
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37369
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601004
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846207
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111437
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399193
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712409
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054564
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42984
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843151
ƒ(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300543
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809343
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35921
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87159
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43908
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09805
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75784
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47275
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20359
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96176
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98798
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08507
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18595
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29067
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39944
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51225
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62926
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75055
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87628
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99056
(408.10, 7.39, 367.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10361
