¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323069
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598923
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.947218
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89835
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367565
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890618
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47716
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1171
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8328
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64905
š(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5407
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57746
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82612
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27644
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.0257
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.03947
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.05596
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.07518
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.09714
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.12187
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019879
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235781
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468042
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718606
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99045
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284263
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602452
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951769
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90514
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375165
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899051
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48666
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12535
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8422
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65827
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54955
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60182
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85489
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30404
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.54678
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.56209
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.5802
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.60112
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.62488
(433.80, 15.04, 249.07) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 18.65148
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022011
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238466
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470625
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721406
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993493
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287484
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60597
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.956303
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342955
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38266
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907467
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49611
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13359
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85156
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66606
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55848
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62623
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88375
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33186
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0349
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.13326
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.15319
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.17602
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.20177
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.23047
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024123
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241119
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473189
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724184
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996771
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290688
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609474
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960816
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.347932
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778977
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915785
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5055
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14186
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86088
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67389
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57612
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65074
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9127
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35994
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07699
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.72779
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.74972
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.77465
(433.80, 15.04, 249.07) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 19.80259
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 19.85853
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026215
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243512
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475731
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726937
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000344
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293884
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612969
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965309
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352891
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785889
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278175
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51373
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15004
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87023
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68181
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59719
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67535
ÿ(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94026
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37685
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08479
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.14475
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.1633
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.18489
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.20956
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.2373
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028286
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245846
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478253
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72967
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003877
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29707
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616451
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969781
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357825
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79274
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285837
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.839081
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15825
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87955
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68977
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61833
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70001
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95281
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3918
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08103
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.7403
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.76071
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.78426
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.81097
(433.80, 15.04, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 20.84087
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030334
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248159
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480752
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732378
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007309
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300241
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619917
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974232
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.362737
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799528
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.293431
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847625
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16642
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88882
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.705
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63949
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72473
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9655
ô(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40688
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08665
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89674
(433.80, 15.04, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 21.60272
(433.80, 15.04, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 21.63937
(433.80, 15.04, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 21.67939
(433.80, 15.04, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 21.72281
(433.80, 15.04, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 22.12619
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032363
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250453
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483231
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735063
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010211
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303401
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623373
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978662
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367624
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806254
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300957
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856092
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47399
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8981
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72338
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66073
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74953
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97827
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42212
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09954
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99937
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30836
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034369
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252727
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485688
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737724
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013098
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306547
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626813
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983069
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372486
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812916
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.308409
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864481
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48179
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16464
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73447
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68198
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76844
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99116
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43747
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11271
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0749
Î(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24807
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036516
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254977
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48812
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740359
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015974
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30968
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630239
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.987451
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377322
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.819512
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315785
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872787
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48956
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.174
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74503
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69944
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77949
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00416
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45294
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12627
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11046
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18922
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038749
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257207
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490529
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742971
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018836
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.312798
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634151
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991811
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382133
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.826044
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.323078
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.881012
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4973
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18335
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9605
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71167
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79063
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01725
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46853
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14014
(433.80, 15.04, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14656
