¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378176
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622374
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948032
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301873
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690037
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093081
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541529
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05409
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62658
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25102
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95278
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7499
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54126
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49278
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49334
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87459
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.94151
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.89677
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.85477
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.82591
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.81592
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.80845
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.28699
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889166
É(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083216
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291491
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515524
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757114
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018454
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301944
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610448
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933217
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285645
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672174
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078086
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530186
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0415
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59881
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21754
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91488
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70672
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50449
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45994
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47203
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89816
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.95396
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.93626
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.92113
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.90854
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.89849
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.89097
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.02948
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882252
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075844
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283554
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506978
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747914
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008458
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291085
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597163
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91852
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269583
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654542
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063417
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519074
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01982
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56942
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18454
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87763
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66427
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4686
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42783
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48111
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9231
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.04022
Ó(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.02242
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.00719
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.99453
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.98442
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.97685
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 16.97182
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875422
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068509
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275677
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498499
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738755
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998555
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280347
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583842
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904006
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253714
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637111
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049858
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502504
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993863
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54048
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15211
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84093
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62253
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43359
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39644
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49076
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91755
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.12993
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.11202
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.0967
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.08396
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.07379
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.06616
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.06109
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868646
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061269
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267908
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49011
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729729
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988762
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269677
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570716
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889693
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238025
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619909
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037601
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479437
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968331
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.512
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12019
×(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80489
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58147
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39944
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36583
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50104
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86269
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.22318
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.20516
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.18975
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.17692
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.16667
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.159
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.15389
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861937
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054063
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26016
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48181
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72075
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979046
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259154
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557714
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875564
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222537
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602931
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017009
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456765
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943165
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48399
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08875
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76942
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5411
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3662
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.47024
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.43808
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.40792
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.32005
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.45407
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.42962
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.27349
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.26317
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.25544
(377.96, 14.83, 275.01) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 17.25029
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855268
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046945
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252504
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473545
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711814
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969419
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248691
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54488
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861587
é(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20728
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586131
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996758
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434407
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918425
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45641
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05782
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73451
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.29929
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.26401
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.23075
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.19949
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.1702
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.14286
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.21603
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.20901
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.88454
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.85812
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.83442
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.81344
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848692
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039875
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244918
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465384
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703035
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959881
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238314
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532236
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84779
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192204
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569596
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976782
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412439
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894068
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42928
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02742
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70021
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.06879
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.03444
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.00208
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.97167
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.9432
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.01358
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.9887
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.13861
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.58475
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.59214
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.56906
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.54866
(377.96, 14.83, 275.01) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 22.34796
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84215
Ş(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03286
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237382
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457297
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694312
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950437
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228099
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519721
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834153
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177329
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553246
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957188
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390806
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870109
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40259
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99753
(377.96, 14.83, 275.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6665
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.00607
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.83506
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.81652
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.81541
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.82163
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.79558
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.77141
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.06966
(377.96, 14.83, 275.01) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.35718
(377.96, 14.83, 275.01) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 17.33651
