°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513114
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38917
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00564
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70179
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4939
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40319
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02326
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00163
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.98188
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.96397
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.94789
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.93364
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92119
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.91055
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.9017
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.89464
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.88937
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.88587
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.88414
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.88419
˝(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842717
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040515
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254878
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484003
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731491
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999779
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291432
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609573
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96066
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342609
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343904
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83676
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3861
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00222
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69787
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48948
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39806
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.06728
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04557
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02574
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.00776
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99161
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.9773
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.96481
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.95412
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.94524
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.93814
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.93284
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92932
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92758
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.92763
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842912
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040723
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254742
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484157
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731659
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999921
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291618
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609779
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960398
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342321
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341514
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834096
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38316
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99889
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69411
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48515
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39309
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.11344
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09165
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07173
ñ(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.05367
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.03746
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02309
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.01054
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99981
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.99088
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.98376
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.97843
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.97489
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.97314
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 11.97318
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843126
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040955
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254623
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484339
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731855
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000105
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291841
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610022
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.96018
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.342081
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33923
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831537
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3803
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99569
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69048
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48099
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38476
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16179
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.1399
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.11989
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10176
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08548
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07104
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.05843
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.04765
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.03868
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.03152
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02617
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02261
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02084
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.02088
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84336
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041206
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254522
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484547
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73208
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000348
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292096
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610301
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958992
π(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893077
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336956
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829044
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37749
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99255
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68693
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47694
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38313
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.21235
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19036
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17027
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.15205
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13569
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12119
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10853
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09769
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08868
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08148
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0761
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07252
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07074
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07076
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843616
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041481
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254437
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484779
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732332
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000621
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292383
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610615
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95913
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89112
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334797
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826673
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37483
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98951
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68351
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47303
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37913
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.26518
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24309
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2229
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20459
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.18816
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17359
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16086
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.14997
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.14091
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13368
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12826
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12466
â(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12287
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12289
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843893
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041777
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254498
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485039
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732612
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000926
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.292706
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610966
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959514
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889236
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332704
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824327
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37223
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98662
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68023
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46925
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37479
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.32031
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.29812
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.27783
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.25944
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24292
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22827
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.21548
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20454
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19543
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.18816
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.18271
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17908
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17727
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17728
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84419
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042095
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254841
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485324
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.732922
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001262
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293056
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611355
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485544
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887426
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330719
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822081
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36976
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98379
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67702
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46562
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37059
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37781
ß(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.3555
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.33511
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.31662
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30002
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2853
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.27244
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.26143
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.25228
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.24496
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23948
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23583
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.234
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.23401
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844506
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042437
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255207
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485423
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733259
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001628
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293412
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611781
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483956
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885668
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328753
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819952
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36732
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98109
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67397
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46215
(331.27, 7.39, 369.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36656
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.43771
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41528
(331.27, 7.39, 369.65) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.39478
