¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡ (437.28, 14.08, 299.67) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.306961
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.454295
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.460831
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.468054
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.475971
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.484585
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.493905
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.698883
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.687387
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.676642
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.666642
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.657378
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.60831
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.601057
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.594512
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.58867
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.583525
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.579075
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.575316
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.572245
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.335972
 (437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.334358
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.333391
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.333071
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.333398
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.334373
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.335995
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.338266
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.341187
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.344762
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.348992
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.353881
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.359432
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.36565
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.37254
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.380106
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.388353
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.397291
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.606159
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.594715
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.584011
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.574038
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.564787
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.516368
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.509084
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.502494
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.496593
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.491377
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.486842
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.482985
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.479802
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.248142
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.246397
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.245286
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.24481
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.244967
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.245758
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.247182
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.249243
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.25194
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.255277
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.259254
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.263877
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.269147
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.27507
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.281648
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.288888
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.296795
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.305375
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.517652
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.506266
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.495606
™ (437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.485665
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.476434
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.428645
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.421336
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.41471
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.40876
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.403482
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.398874
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.394929
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.391647
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.164393
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.162529
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.161287
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.160667
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.160668
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.16129
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.162534
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.1644
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.166891
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.170006
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.173749
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.178124
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.183134
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.188781
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.19507
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.202007
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.209595
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.217842
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.4331
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.421774
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.411163
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.401258
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.352872
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.344872
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.337547
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.330892
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.324901
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.319571
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.314898
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.310877
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.307507
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.084463
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.082491
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.08113
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.080379
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.080236
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.080703
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.08178
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.083467
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.085764
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.088676
œ (437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.092203
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.096347
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.101113
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.106503
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.112523
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.119176
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.126467
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.134402
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.352263
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.341
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.330441
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.320577
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.27281
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.26481
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.257474
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.250797
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.244773
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.239399
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.23467
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.230581
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.227131
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.008114
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.006045
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.004575
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.003704
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.003431
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.003755
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.004676
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.006197
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.008317
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.011039
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.014363
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.018294
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.022833
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.027984
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.033752
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.04014
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.047153
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.054797
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.274916
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.263721
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.253215
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.204878
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.196226
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.188232
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.180892
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.174199
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.168149
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.162737
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.157959
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.153811
Ÿ (437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.937876
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.935128
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.93297
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.931401
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.93042
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.930026
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.930219
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.930998
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.932364
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.934319
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.936864
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.940001
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.943731
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.948059
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.952986
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.958518
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.964658
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.971411
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.978781
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.20086
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.189731
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.179283
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.131551
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.122919
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.114936
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.107596
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.100893
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.094821
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.089378
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.084558
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.080358
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.868122
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.865304
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.863067
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.861407
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.860325
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.85982
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.859891
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.860538
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.861762
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.863563
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.865943
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.868905
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.872449
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.876579
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.881297
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.886608
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.892516
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.899023
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.906137
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.129903
  (437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.118844
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.108455
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.061306
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.052699
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.044731
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.037395
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.030687
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.0246
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.019131
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.014275
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.010028
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.801339
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.798458
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.796147
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.794405
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.793231
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.792623
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.792582
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.793107
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.794198
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.795856
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.798084
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.800881
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.804251
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.808195
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.812718
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.817822
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.823511
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.829789
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 3.836662
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.061876
(437.13, 14.12, 300.65) (437.56, 9.13, 322.03) (3.52, 3.07, 8.33) Truck 4.050886
