¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç (376.01, 8.08, 343.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.04717
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.543322
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950654
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.427096
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.958685
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53941
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15541
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56217
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41485
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31708
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3218
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3928
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51584
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28998
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59775
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6537
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71274
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77499
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84048
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90923
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98137
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05688
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13587
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21843
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309423
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536365
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781291
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043366
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323848
Á(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628781
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92976
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.251212
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601167
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.008401
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491365
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03063
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62948
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25726
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68371
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55386
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48429
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49961
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58455
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59669
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37825
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63797
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69414
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75353
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81604
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88186
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95096
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02337
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09927
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17862
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26153
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330642
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559239
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806018
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071463
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35435
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662005
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979351
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305103
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659935
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066882
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.556497
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1036
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71886
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02947
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80773
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69588
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65575
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68207
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7815
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67981
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4691
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68101
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73751
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7972
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8601
·(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92619
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99564
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06846
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14469
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22442
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30771
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351974
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582242
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830893
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099771
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385092
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695504
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029675
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.359818
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.719634
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126101
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.622501
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17761
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80241
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1408
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93431
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84102
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82644
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86934
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98387
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7653
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56248
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72701
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78381
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84383
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90705
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97354
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04337
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11656
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1932
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27334
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35703
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373413
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60537
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855908
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127309
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416071
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729273
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071354
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415364
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.780277
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186061
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68938
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25267
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88722
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25426
×(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06348
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98935
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9938
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05455
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22004
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88032
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65854
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77595
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83314
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89351
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95706
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02398
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09417
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16778
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24481
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32552
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41097
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394963
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628621
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881067
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154613
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447289
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763315
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108614
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.471753
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.841878
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247267
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.757144
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32878
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97331
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36991
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1953
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14092
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1653
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24048
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43063
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02102
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75734
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82786
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88544
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94617
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01017
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07746
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14879
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22411
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30291
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38526
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47121
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416617
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651992
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906361
Å(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.182072
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478737
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797623
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146183
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.528696
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90445
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315943
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825801
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40596
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7554
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48781
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32983
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29587
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34113
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43131
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56587
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16582
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82801
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88281
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94079
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00315
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06884
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13784
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21022
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28606
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36535
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44826
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53478
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438375
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675481
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931791
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209689
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510418
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832198
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18406
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570364
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96801
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.385748
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895359
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48423
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85714
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60798
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46713
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44572
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5214
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63609
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70487
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31474
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82778
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9367
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00346
¹(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06635
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13251
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.202
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27489
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35126
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43116
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51459
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60174
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460233
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699084
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957353
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23746
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542236
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867036
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222242
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612387
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032564
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456699
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965821
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56358
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96005
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73045
(375.90, 8.10, 343.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60729
