¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(384.12, 6.81, 353.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565723
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88172
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571225
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815605
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079937
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358922
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658916
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985617
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342774
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529253
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675516
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817029
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932711
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052862
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1777
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307385
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442244
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582497
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728504
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880498
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03881
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20388
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09799
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5802
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33641
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44312
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55444
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67051
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79136
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91713
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571286
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815637
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080002
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361301
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661494
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988463
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345881
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522626
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668613
û(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821017
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947187
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067743
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193014
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323195
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458533
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59933
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74587
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898422
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05741
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22309
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09692
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0036
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5735
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6825
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79622
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91471
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57128
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815641
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079988
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363672
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664066
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991239
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348939
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516761
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662519
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814694
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962619
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083662
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209385
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340075
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475981
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617334
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764464
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917662
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07723
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86016
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09778
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29974
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81888
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93031
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571207
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815585
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079929
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365969
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666591
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994013
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351954
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511624
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657214
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809149
û(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967923
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100592
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226851
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358098
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494561
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636497
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784266
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938095
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09842
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69926
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11759
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6193
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5711
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815474
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079793
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366598
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669063
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996724
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354905
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507236
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652656
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80444
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963024
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118568
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245408
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377205
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514305
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656877
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805305
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959856
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12092
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54327
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15336
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.949
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57096
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815277
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079609
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366379
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671544
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999374
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357849
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503633
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6489
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800529
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958982
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124578
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265038
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397464
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535161
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678452
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827592
ø(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982886
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14475
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11721
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4836
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570697
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815024
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079321
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366099
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673921
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002059
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360725
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500751
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64592
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797445
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955733
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121216
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285777
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418825
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557232
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701257
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851106
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00723
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16992
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12584
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63117
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570433
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814718
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078991
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36573
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676341
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004627
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359561
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498611
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643678
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795157
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953333
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118762
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291761
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441381
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580489
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725245
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875945
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03288
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71927
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13643
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41419
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570078
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814359
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078588
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365272
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677377
ş(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007203
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358245
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497251
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642236
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793634
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951814
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117153
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290091
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465084
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604974
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750545
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902056
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05987
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50986
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16299
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95989
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569692
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813946
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078111
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364784
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67681
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009696
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357619
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496601
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641623
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792963
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951084
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11639
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289325
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47039
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630638
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77704
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929451
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08822
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34598
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20768
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569216
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813421
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077563
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364179
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676172
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01217
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357716
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496727
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641717
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793084
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95123
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116502
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289459
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470517
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657578
÷(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804841
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958172
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11793
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12336
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04711
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56871
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812873
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077002
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363514
(384.14, 6.75, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675463
