¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641617
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.712543
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.684525
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.65797
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.632867
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.609188
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.586916
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.566036
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.546529
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.948806
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 10.26788
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44915
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22435
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.58965
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.65489
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.66755
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.68301
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.7013
§ (416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.72241
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.74638
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.77322
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.80294
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548132
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.808099
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.766847
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.727279
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.689356
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.653049
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.618325
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.585154
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.553509
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.523365
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.494694
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.467478
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.441689
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.417311
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.394323
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.372705
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.352441
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.333518
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.972092
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 10.27223
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43621
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88885
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.7399
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.80588
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.81886
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.83467
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.85332
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.87484
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.89922
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.92649
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.95668
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526325
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.593585
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.553443
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.514941
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.478043
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.442717
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.408937
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.376668
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.345889
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.316571
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.288693
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.262227
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.237158
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.213462
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.191121
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.170118
¥ (416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.150434
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.132056
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 9.996684
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 10.27753
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42803
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65092
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.89541
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.96217
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.97548
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 18.99166
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.01069
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.03262
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.05743
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.08517
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.11584
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504297
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.390507
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.351411
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.313911
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.277977
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.243579
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.210685
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.179269
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.149302
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.120766
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.093629
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.067874
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.043479
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.020426
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.998694
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.978266
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.959129
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.088462
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.558223
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 10.28377
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42167
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64441
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02012
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.12394
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.1376
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.15415
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.17359
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.19594
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.22121
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.24943
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.28061
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482007
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.198021
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.159909
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.123358
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.088335
” (416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.05481
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.022755
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.992139
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.962943
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.935137
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.908703
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.883616
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.859858
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.837411
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.816252
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.830027
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.945554
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.117792
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.52384
(416.40, 13.23, 329.50) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 10.29095
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35472
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59077
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85289
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.29136
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.3054
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.32234
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.3422
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.365
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.39075
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.41947
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.45118
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45954
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.218271
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.991002
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.942513
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.90835
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.875649
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.844385
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.814529
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.786059
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.758947
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.733176
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.70872
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.685563
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.727119
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.784961
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.868728
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.985489
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.148119
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.489387
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03545
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25881
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49157
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96655
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.46465
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.47907
  (416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.49643
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.51673
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.54
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.56624
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.59549
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.62775
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.350618
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.323448
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.297446
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.293373
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.834755
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.768536
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.71295
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.691656
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.67162
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.659382
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.675417
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.69267
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.71473
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.771325
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.829936
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.908738
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.026779
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.179456
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.454857
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94561
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16596
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44411
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08356
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.64401
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.65884
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.67663
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.6974
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.72115
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.74791
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.7777
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.81055
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.273921
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.277026
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.281071
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.286061
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.897459
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.830409
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.767067
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.745656
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.725514
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.708092
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.724474
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.742085
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.760937
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.817041
 (416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.876451
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.950085
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.069458
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.211822
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.46699
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85862
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07609
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55442
(416.40, 13.23, 329.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20402
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.82968
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.84493
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.86318
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.88442
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.90869
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.936
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.96636
(416.40, 13.23, 329.50) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.99981
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.326027
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.329413
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.33375
(416.40, 13.23, 329.50) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.339039
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.962506
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.89459
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.828983
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.801578
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.781324
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.76233
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.775225
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.793209
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.812444
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.864303
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.924546
(416.40, 13.23, 329.50) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.992798
