¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102398
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24242
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63598
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0627
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52691
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35677
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5938
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76331
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.512
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49359
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91465
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.8991
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.87544
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.85523
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.83846
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.82513
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.81521
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.80871
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794102
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977905
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174707
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385891
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613029
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85806
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122972
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410332
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723071
©(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064661
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439119
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851471
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307607
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814903
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1969
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58679
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00941
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46893
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14102
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31048
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68466
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80157
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48382
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90234
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.62004
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.59679
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.57694
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.5605
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.54744
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53777
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.53145
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793358
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977104
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17385
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384978
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612064
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856961
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121785
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409078
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721711
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063137
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437519
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849653
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305616
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794837
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15242
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53878
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9574
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41245
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93305
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03866
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54901
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0985
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47489
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89104
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.35102
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.32815
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.30865
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.29251
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.27972
 (326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.27027
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.26415
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792677
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976392
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173072
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384137
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611183
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856005
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120758
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407966
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7205
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061792
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436008
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848007
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303804
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754512
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10905
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49194
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90667
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3573
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84863
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77774
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22444
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41828
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46674
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88075
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.14044
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.11986
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.1026
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.08867
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.07805
(326.21, 7.61, 366.84) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.07073
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.47347
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792077
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975729
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172371
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383383
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610364
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855127
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119808
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40691
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719373
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060543
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434649
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846531
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302147
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715177
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06669
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44624
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85718
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30394
ª(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80208
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62166
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13543
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52888
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4594
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87147
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.43368
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.41272
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.39514
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.38093
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.37008
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.36256
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.06752
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791537
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975155
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171748
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3827
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609627
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854326
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118957
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406019
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71837
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059466
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433438
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845202
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300685
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696659
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05527
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44308
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86363
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32127
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.821
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62432
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13877
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52358
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45285
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8632
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95959
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.45342
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.43414
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.41853
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.40657
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.39827
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.39361
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791059
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974648
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171202
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382125
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609014
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853666
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118219
™(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405206
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717494
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058488
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432396
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844043
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299398
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709938
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06957
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45854
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88041
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33953
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84094
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62693
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14208
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51893
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44711
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85593
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95011
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.79361
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.77394
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.75799
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.74576
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.73723
(326.21, 7.61, 366.84) (357.30, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7324
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790637
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974187
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170732
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381618
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608459
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853062
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117603
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404507
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71672
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05766
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431482
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843052
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291809
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712385
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08459
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47479
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89801
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35869
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90523
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64989
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14529
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51489
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44215
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84967
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94195
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790277
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973813
„(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170317
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381198
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607988
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852575
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117059
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40393
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71607
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056969
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43071
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842206
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276228
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695292
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10032
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49176
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91647
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37875
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97294
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72644
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18964
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51153
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.438
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84441
(326.21, 7.61, 366.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93509
