¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(332.58, 7.48, 362.03) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.564726
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01248
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22133
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81549
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12538
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45265
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52309
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87938
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18419
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42771
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77436
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13522
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48952
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89498
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8111
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328774
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.468074
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.441056
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.415216
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.390532
£(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.388464
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.42793
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.468857
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.511287
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.555262
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.70207
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.8658
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72366
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28216
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63311
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82675
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02872
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71116
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01576
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33741
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40165
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75311
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12114
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3983
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73877
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07613
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42831
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8493
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73794
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327247
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.531847
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.504563
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.478469
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.453544
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.437891
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.47815
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.519896
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.563167
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.608012
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.73685
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.902408
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73615
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2805
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46038
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64789
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84341
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04743
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90942
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22556
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28405
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63083
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99391
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36315
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6847
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02015
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3703
¯(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80667
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66841
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325721
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543776
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.570326
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.543969
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.518792
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.494773
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.52994
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.572536
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.616686
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.662434
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.772524
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.939964
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74895
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11957
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29394
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47566
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66502
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86257
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06877
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11706
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44549
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51247
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89377
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33634
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63359
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96728
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31555
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76719
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60509
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324724
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542157
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.638433
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.611803
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.586366
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.562098
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.583344
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.626826
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.67189
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.71858
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.809105
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.978488
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76199
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96438
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13352
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30971
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49327
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68466
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88436
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01177
©(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3347
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39791
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96355
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32586
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58547
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91748
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26397
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73074
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56561
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324264
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540546
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.708979
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.682065
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.656358
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.631834
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.638415
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.68282
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.728836
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.776507
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.846615
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.018002
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66622
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81459
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97877
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14972
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32779
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51336
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70692
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90884
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22729
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42693
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03612
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31802
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57008
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87066
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21552
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69725
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5294
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323812
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538962
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77325
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.754855
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.728869
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.704079
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.695207
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.740573
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.78758
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.836276
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.886709
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16633
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53353
˜(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71035
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82947
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99545
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16826
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34831
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53603
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73183
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9362
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49743
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07022
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3129
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56481
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82686
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17016
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66683
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51907
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323378
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537379
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773141
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.830282
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.804005
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.778937
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.75506
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.800144
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.848185
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137896
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624222
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16688
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40504
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62465
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73618
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8517
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01445
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18925
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37143
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56137
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75953
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57058
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06779
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31039
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56227
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82374
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12786
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63936
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56592
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322976
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535811
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773352
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.908451
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.881874
(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.856522
…(332.78, 7.47, 361.11) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.83237
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302891
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699944
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138307
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624702
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0756
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28062
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49576
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65116
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76468
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88231
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03587
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21278
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39717
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58952
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79024
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06797
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31061
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56245
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82394
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09557
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62351
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61616
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322625
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535558
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773579
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03067
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3092
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611879
(332.78, 7.47, 361.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941937
