¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è!(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 6.493723
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 11.7832
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15019
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41464
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 11.41082
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 11.38664
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 11.36425
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 11.38231
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 11.42104
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.51783
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.243386
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.232624
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.223116
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.214854
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.207832
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.202047
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.197492
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.194163
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.19206
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.19118
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.191525
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.19309
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.195881
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.199898
¼ (417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.205143
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.211622
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248758
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53899
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040941
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33779
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68568
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27352
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23626
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4342
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05471
(417.81, 13.34, 328.19) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 15.02791
(417.81, 13.34, 328.19) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 15.2201
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23961
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23711
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.74226
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.267693
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.256915
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.247395
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.239125
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.232099
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.226311
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.221758
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.218436
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.216344
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.215478
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.215837
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.217424
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.220238
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.224283
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.229561
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.236074
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27457
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589934
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098359
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26846
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70822
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30442
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33269
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49519
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09072
(417.81, 13.34, 328.19) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 15.20021
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58733
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39669
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41886
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9532
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.293373
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.282578
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.273046
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.264768
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.257735
Ê (417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.251947
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.247398
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.244081
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.242
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.241148
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.241525
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.243134
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.245974
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.250048
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.25536
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.26191
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300602
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64085
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155713
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19813
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73044
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33515
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49045
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55625
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8452
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14248
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71885
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55414
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60127
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.320449
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.309638
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.300091
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.291804
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.284767
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.278977
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.27443
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.271122
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.26905
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.268212
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.26861
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.270242
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.273109
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.277214
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.28256
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326861
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691618
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213004
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46896
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75231
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36569
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64758
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61742
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9619
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26863
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85041
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71183
æ (417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78429
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.348941
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.338111
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.328551
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.320254
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.313212
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.307422
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.302878
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.299578
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.297517
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.296696
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.297112
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.298769
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.301664
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.305803
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.311186
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35336
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742273
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270155
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80125
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77382
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39544
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80395
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67866
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07929
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3949
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98196
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86975
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.02728
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.378873
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.368024
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.358452
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.350143
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.343097
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.337305
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.332765
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.329471
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.327424
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.326619
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.327058
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.328738
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.331665
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.335838
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.341261
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380131
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792778
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327227
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12667
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.795
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41903
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9593
É (417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73991
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19728
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50776
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11343
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02782
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.33163
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.410273
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.399401
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.389812
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.381495
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.374443
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.368649
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.364113
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.360829
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.358794
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.358007
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.358468
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.360177
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.363134
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.367344
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.372808
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4071
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843127
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384116
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25105
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81581
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44218
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01943
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80124
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31585
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61863
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24483
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18593
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.64731
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.414335
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.407276
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.401483
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.396951
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.393675
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.391655
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.390886
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.391371
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.393111
(417.81, 13.34, 328.19) (423.96, 13.24, 303.26) (13.16, 11.53, 16.58) Truck 8.396103
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43432
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89328
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440867
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26954
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83625
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54685
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07427
­(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86262
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43501
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72921
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37606
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34404
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.9769
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461761
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943213
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497375
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28766
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85635
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67509
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12909
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92397
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55471
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83954
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49596
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5021
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.3536
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495487
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992903
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586097
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30539
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87599
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80397
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18391
(417.81, 13.34, 328.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98534
