°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˘ (381.79, 10.90, 326.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.871374
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849235
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344626
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908245
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55499
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30465
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18377
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25912
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32132
µ(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.098
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83218
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61226
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25784
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97734
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51585
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95528
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41648
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.876
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35112
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80051
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816954
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.960034
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.112674
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.285031
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474466
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678879
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90001
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140076
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401485
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687174
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005845
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383781
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819301
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310764
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869534
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510335
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25263
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.137
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29012
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40687
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15768
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7231
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55319
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57535
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21983
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90935
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47708
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94205
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36852
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80796
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26797
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805738
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948089
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099936
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267962
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456046
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658977
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878506
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116697
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375968
µ(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65927
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98456
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357364
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78959
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277089
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831131
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466106
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20118
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0956
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23958
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49385
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09552
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65973
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49613
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81097
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47073
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17709
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92335
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38612
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82267
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27955
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75805
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.794686
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.936317
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.087381
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251022
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437845
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639337
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85722
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09357
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350769
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631697
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963427
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333063
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760103
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243773
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793099
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422357
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15026
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05432
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18936
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58228
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03431
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59743
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41876
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0547
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73046
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51653
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23661
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75131
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2931
∫(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77396
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783732
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.92469
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.074982
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235535
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419806
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619864
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836183
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070702
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325863
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611322
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942502
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309775
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730882
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210725
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755425
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379036
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09988
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01324
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13933
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52413
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97396
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53622
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37192
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30685
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05058
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95918
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5619
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09142
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64906
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.772985
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.913214
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.062754
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222471
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401986
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600622
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815371
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048117
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301253
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592528
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921747
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286699
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701907
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177914
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71809
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336085
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05002
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97233
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08953
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46231
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91447
∑(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47209
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32587
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6087
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4774
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38197
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89989
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44498
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.762378
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.90191
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050709
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20959
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384377
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581632
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794765
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025783
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277184
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573906
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901158
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263823
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673163
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145446
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681066
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293583
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01141
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93157
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04003
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40086
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90912
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40061
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28065
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02074
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92395
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7179
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25114
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87992
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.751853
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890737
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.038815
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196841
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366919
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562798
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774432
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003717
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260406
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555443
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880762
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241154
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644671
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11327
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644442
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251534
∂(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973771
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89107
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99079
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34052
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9057
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34384
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23625
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06833
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39145
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06701
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72164
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.741497
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.879751
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027067
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18434
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352594
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544225
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754313
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981911
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243741
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537137
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860535
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218726
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617558
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081365
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608177
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209869
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929428
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85068
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9418
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28916
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9028
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34035
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19266
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87053
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5329
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57198
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.731331
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.868913
(381.79, 10.82, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.015474
