¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1252
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.593522
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068974
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.613669
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22761
 (443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92796
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73408
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67499
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78298
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10777
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7276
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.74748
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.38663
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.718019
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906959
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109756
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32833
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568341
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829199
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112736
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424132
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.765421
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141942
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561706
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.033172
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.573342
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18258
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87713
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67593
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60666
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7017
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00902
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60563
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59511
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.19644
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.78455
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704952
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892955
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094711
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311983
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550424
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809761
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091579
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400767
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739781
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113485
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53015
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.997646
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.533346
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13794
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82675
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61834
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53906
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62135
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91174
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48533
¦(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44508
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.00953
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49738
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691986
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879061
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079788
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295763
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532638
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790468
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070587
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377587
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714347
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085257
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498864
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962394
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493682
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09369
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77683
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5613
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47216
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54193
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81604
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36669
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29811
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.82584
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.21963
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679119
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865275
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064984
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279744
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514984
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771326
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049761
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354588
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689123
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057258
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467844
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067308
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13537
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63237
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99307
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60731
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40598
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46343
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72157
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.24969
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15352
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64519
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.94765
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666351
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851599
Ñ(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050301
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263939
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497462
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752331
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029102
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331772
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66411
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253386
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033942
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53488
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09622
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72943
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44929
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27461
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91376
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41921
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62831
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13432
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01116
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.46746
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.68131
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653684
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838032
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035737
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248269
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480074
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733484
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008608
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335442
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16908
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557882
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003002
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50033
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05734
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68548
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3991
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21681
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16303
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27045
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70311
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02055
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87048
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28617
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.42046
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64112
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824578
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021297
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.232733
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462822
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714789
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470802
‰(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792321
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143973
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53019
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97225
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466002
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01881
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64185
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34937
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15961
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09653
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19214
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49035
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12724
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73201
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10161
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.16538
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628659
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811237
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00698
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217333
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445706
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156682
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449976
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769568
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119055
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502816
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941756
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431937
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980588
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59864
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30013
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10296
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0307
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11475
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39805
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95891
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79094
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92018
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.91561
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616302
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798009
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992788
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202069
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869045
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137687
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429299
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747017
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094341
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475605
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911488
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398189
Ÿ(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942668
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55582
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25135
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04687
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96561
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03828
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30693
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83071
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72984
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.8735
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67095
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60405
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784894
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978721
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60475
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85164
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118811
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408782
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724625
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069839
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448714
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881466
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364684
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905101
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51337
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20301
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99138
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90123
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96266
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21694
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72154
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57929
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04136
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6637
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591903
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771895
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366941
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588753
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834366
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100094
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388469
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702459
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045568
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422002
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851645
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331476
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867834
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47132
(443.56, 14.13, 269.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15516
