¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(397.43, 14.11, 247.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5071
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.50613
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.4981
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.49209
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.48809
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19564
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430034
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680758
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952934
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211663
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46385
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760381
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094326
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459695
Ó(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860958
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386477
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10397
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94198
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59487
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22061
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91981
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.72682
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.71264
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.70052
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.69046
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.68246
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.67651
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.67261
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183736
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417314
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669204
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940346
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193602
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45754
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764306
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098636
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464386
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866115
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413566
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13541
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90793
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48768
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11897
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.806
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.9184
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.90416
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.89203
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.88198
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.87402
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.86814
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.86434
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171778
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404391
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656217
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927724
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178538
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461223
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768287
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102981
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469162
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871354
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440298
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16655
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.785
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33192
Â(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01933
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69457
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74512
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.10323
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.09108
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.08105
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.07314
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.06733
(397.21, 14.12, 247.35) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.06363
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15986
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391455
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642196
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914508
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181919
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464896
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772297
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107395
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473973
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876675
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466766
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19731
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66521
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18048
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86057
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58549
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58051
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90475
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6551
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00237
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.97922
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147879
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378534
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628195
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899209
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185402
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468679
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776378
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111848
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478835
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882039
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4929
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11651
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5485
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0332
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6946
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44227
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56061
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84822
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58639
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91413
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.87459
Â(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135888
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365546
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614115
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883942
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169231
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472443
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780536
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116374
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483803
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887496
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518654
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01208
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4347
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89631
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53335
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25954
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53751
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79184
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51762
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82585
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.7743
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.97286
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96152
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95391
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95003
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.97837
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.98194
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96073
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123895
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352607
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600049
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868657
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152183
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460598
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784717
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120946
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488814
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902243
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529758
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910142
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32376
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7751
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37676
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08239
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52302
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73555
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44878
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73762
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.67825
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.90321
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96302
½(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.8926
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.8959
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.88458
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87698
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87309
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87292
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111883
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339638
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585999
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853363
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135121
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442008
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777702
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125578
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493896
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924006
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437987
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810697
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21559
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65703
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22455
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9105
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56179
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67935
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37991
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64936
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.58635
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.75206
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.77202
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099875
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326645
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571916
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837896
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118129
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423473
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757373
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123989
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499016
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945418
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348344
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7136
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11009
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.542
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07661
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74369
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59827
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62332
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31098
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56121
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48765
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.60148
À(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.66817
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087859
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313676
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557883
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822325
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101181
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404962
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737087
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101656
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503639
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929742
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260759
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618806
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00721
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42989
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93275
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58181
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63239
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5674
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24203
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47308
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3711
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.45152
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.58766
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.58378
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.57617
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075856
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300653
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543796
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806794
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084258
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386495
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716874
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079433
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47908
(397.21, 14.12, 247.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850357
