¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4526
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953167
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428761
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870234
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20277
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90267
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79582
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86448
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77983
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33272
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.67733
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.50028
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.4663
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.62726
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.88638
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.68671
(325.59, 7.61, 372.93) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.13593
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.48595
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.11616
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.12505
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.44714
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702035
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91996
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15616
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41299
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675099
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961633
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275002
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617877
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98215
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968967
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446323
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87218
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20485
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8114
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69325
ø(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72483
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78197
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33506
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93671
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.92301
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 14.88761
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.00052
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.27357
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.01928
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.00032
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.67795
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.68637
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 23.01858
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706043
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9243
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160872
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418123
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683268
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970551
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28478
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.629867
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553082
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984839
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463966
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874655
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20749
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72134
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58938
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58776
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78513
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33849
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94044
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.37351
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.33658
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.39534
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.68354
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.36786
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.53786
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.25931
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.2673
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.60869
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709983
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928566
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.165505
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423172
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69142
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979453
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294537
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640608
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56745
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000742
ƒ(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481647
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877773
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21085
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63254
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48543
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45322
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6627
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34304
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9454
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79483
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.81592
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 15.81358
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.11828
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.73359
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.09706
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.85905
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.86663
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.21638
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713857
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.932761
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170062
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428137
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699552
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988333
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304271
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188181
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581824
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016659
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499428
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881433
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21478
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57301
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38301
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32114
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50358
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34874
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95155
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80283
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.32873
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.29091
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.58002
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.1177
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.67652
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.47606
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.49911
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.84062
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717664
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936883
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174539
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433017
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707661
Œ(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997191
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313982
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201276
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596282
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032672
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517199
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885731
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21939
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57794
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28214
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20606
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34769
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3555
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95896
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86187
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.87853
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 16.83882
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.07125
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.52152
(325.59, 7.61, 372.93) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 24.16883
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.27497
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.10936
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.15012
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.48048
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721401
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940929
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178936
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437807
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716331
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006024
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854095
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214398
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61073
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048681
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535063
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890598
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22459
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58354
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18276
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.095
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19498
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36344
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96756
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9212
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.46939
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.42758
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.59481
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 17.97736
(325.59, 7.61, 372.93) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 23.17233
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.98807
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.5039
§(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.46507
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.15367
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725657
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944901
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18325
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442512
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725171
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014832
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866064
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.581981
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.776984
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064756
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552932
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896077
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.546244
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.834732
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.536872
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.515207
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.864316
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.475987
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.4584
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.442143
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86624
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.06183
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.15389
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.56197
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.19874
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.93583
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.13871
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 22.08182
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.14329
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731027
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.948798
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187483
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447124
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73056
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547042
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.353079
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.578104
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.55067
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.133442
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.024461
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.00089
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.992173
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.977398
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.968227
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.040663
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.143866
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.178882
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.843613
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.881639
·(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.967093
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.111196
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.566273
(325.59, 7.61, 372.93) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.18845
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.205366
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.201486
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.78839
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.71469
(325.59, 7.61, 372.93) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.34159
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736404
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.952617
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191631
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451647
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735509
(325.59, 7.61, 372.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558033
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.347711
(325.59, 7.61, 372.93) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.227966
