¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(435.09, 14.08, 289.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.232549
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924536
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189106
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475835
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761277
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827928
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89689
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968267
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042195
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118699
¶(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197922
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321143
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566968
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829093
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109184
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409109
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655038
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821377
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929504
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04156
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1577
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27812
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40301
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53256
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66699
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80651
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95228
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10385
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987732
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197242
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422881
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66664
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918287
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182344
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468508
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776505
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843477
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91277
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984479
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058724
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135633
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223223
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462233
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716919
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988763
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279605
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591287
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760705
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866098
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97527
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08843
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20569
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32755
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45457
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5864
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72318
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8652
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0127
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16597
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985608
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194894
º(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420365
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663896
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912109
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175637
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461265
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771749
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859984
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929612
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001699
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076333
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153601
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36135
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608958
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872973
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155173
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457348
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703414
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806135
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913031
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02417
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13936
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25878
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38262
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51108
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64433
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78267
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9263
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07548
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23563
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983408
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192544
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417862
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661179
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906009
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169089
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454111
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763962
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877462
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947487
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019938
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094942
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264058
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504889
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761524
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035507
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328626
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589586
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751816
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856459
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96492
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07728
¶(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19379
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31455
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4398
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56969
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70451
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84444
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98972
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14246
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35801
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981246
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190228
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415333
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656986
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899995
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162556
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447054
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7563
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89595
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966339
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039179
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170123
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40455
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654107
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920363
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171356
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386326
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652535
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80314
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909016
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0187
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13238
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25017
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37236
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49906
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63051
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76691
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90848
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05552
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26457
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48485
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979076
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187886
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412805
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651463
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894039
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156139
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440073
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748714
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915419
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986228
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079386
¼(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307673
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550528
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793788
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988605
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193636
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409678
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752962
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856317
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963431
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07439
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18943
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30866
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43227
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56048
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69355
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83159
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97492
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17597
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39107
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61638
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976898
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185531
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410298
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646014
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888193
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149788
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433219
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741249
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935896
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00713
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214056
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450481
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628816
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815016
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010841
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216941
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434124
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806775
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911379
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01978
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13212
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24854
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36919
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49435
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62416
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75887
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89865
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09201
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30216
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52222
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20847
¸(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974736
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183198
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407763
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640681
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882426
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143548
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426436
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733835
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95738
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12349
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302015
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471778
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649984
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837187
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034045
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241309
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509995
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862433
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968357
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07811
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19183
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3097
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43192
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55866
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6901
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82653
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01246
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21795
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43295
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65817
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23958
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972537
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180876
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405227
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635408
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876756
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137415
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419758
(435.08, 13.98, 288.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726592
