¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(337.81, 7.34, 324.27) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.65585
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.086862
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.085834
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264746
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471464
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693281
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931929
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18936
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467778
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.443908
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.416526
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.390444
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.36564
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.342094
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.319788
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.298702
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.278821
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.260129
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.242611
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.226253
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.211043
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.196968
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.18402
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.172184
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.161458
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.151826
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.143287
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.135832
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.129456
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.124152
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.119919
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.116753
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.11465
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.113611
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268622
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475582
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69773
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936736
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194527
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473372
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.474539
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.447034
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.420836
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.395921
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.37227
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.349863
á(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.328681
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.30871
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.289932
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.272333
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.255898
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.240618
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.226477
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.213466
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.201574
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.190795
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.181116
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.172534
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.165039
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.158628
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.153294
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.149037
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.145848
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.143729
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.142677
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272552
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479792
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702242
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941577
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199776
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479073
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.506556
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.478924
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.452603
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.427571
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.403809
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.381295
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.360014
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.339949
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.321081
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.303399
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.286884
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.271529
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.257319
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.244244
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.232293
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.221457
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.211729
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.203101
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.195566
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.189118
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.183754
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.179468
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.176257
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.174121
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.173055
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276495
Ù(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484033
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706786
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946486
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205067
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484817
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.539986
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.512221
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.485772
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.460618
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.436741
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.414118
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.392733
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.372568
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.353605
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.335834
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.319239
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.303805
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.289522
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.276379
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.264366
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.253473
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.243693
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.235016
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.227438
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.220954
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.215556
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.211242
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.208009
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.205853
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.204775
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280495
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488338
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711411
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951481
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210449
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490624
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.574858
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.546953
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.520372
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.495092
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.471093
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.448355
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.42686
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.406591
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.387533
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.369669
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.352987
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.337472
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.323113
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.309901
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.297821
Ï(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.286868
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.277033
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.268308
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.260686
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.254161
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.248729
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.244386
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.241128
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.238953
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.23786
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284535
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492651
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716061
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956498
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215862
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496481
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.611204
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.583154
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.556434
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.531022
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.506896
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.484038
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.46243
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.442053
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.422893
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.404933
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.38816
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.372561
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.358124
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.344836
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.33269
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.321674
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.311782
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.303004
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.295335
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.28877
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.283302
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.278927
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.275644
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.273449
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.272339
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28864
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49706
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720789
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961548
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22137
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50244
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.649055
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.620854
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.593989
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.568439
Ş(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.544181
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.521198
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.499472
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.478983
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.459715
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.441655
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.424788
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.409101
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.394581
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.381217
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.369
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.357918
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.347967
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.339136
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.331418
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.324809
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.319304
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.314898
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.311587
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.30937
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.308245
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292789
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501504
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725569
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966698
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226914
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508471
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.688445
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.660087
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.633072
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.607377
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.582983
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.55987
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.538019
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.517413
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.498035
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.479872
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.462906
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.447127
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.43252
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.419077
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.406785
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.395637
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.385622
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.376734
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.368967
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.362313
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.356768
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.352327
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.348989
(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.346751
Ô(337.78, 7.49, 325.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.345609
(337.78, 7.49, 325.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296966
