¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58894
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068453
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332973
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.631838
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980777
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364461
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791638
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.271345
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795199
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3825
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05157
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84584
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74409
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77021
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02169
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49084
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29727
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5489
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.50519
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120046
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334972
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56656
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.816776
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067252
é(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331675
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63427
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983445
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367398
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795064
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.27477
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798189
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38593
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05549
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85329
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75186
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77923
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0311
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50167
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31399
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.56243
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.52384
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119425
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334305
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565838
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815996
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066136
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33047
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.636689
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9861
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.370325
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79845
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.277429
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801165
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38936
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06036
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86063
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75959
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78823
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04041
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51245
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33047
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57587
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5423
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118796
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333626
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565106
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815205
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065105
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329357
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639098
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988742
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373238
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801804
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280081
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804132
ì(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39276
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06664
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86787
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76729
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79718
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04965
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52317
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34673
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58923
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.56058
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118161
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332943
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564369
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814405
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064159
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328334
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641497
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991374
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376138
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.805117
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.282722
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807086
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39614
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07283
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87501
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77496
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80611
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05879
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53383
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36274
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.6075
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57867
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117517
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332252
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563623
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8136
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063298
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327405
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643881
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993993
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379025
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.808393
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.28535
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810033
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3995
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07892
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88203
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78256
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81499
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06783
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54513
î(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37853
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.62692
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.59656
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116869
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331554
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56287
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812785
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062523
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326569
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646255
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996598
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381897
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811633
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287968
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812963
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40282
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08492
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88895
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79011
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82384
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07679
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55699
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39189
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.6461
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.61426
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116216
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330849
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562111
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811963
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061837
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328533
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648617
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.99919
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.384752
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814833
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290579
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.815883
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40613
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09082
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89575
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79764
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83265
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08565
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56875
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40239
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66503
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.63176
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115555
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330138
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561343
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811131
ï(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061231
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33068
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.650966
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.001768
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387594
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.817989
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.293175
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.818791
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40941
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09662
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90244
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80513
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84142
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09441
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58041
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.41277
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.68371
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.64904
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114889
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329422
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560568
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810295
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060714
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332815
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653303
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004332
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390421
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821109
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.295759
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821682
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41267
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10233
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90902
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81259
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85014
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10308
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59197
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42304
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.70213
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.66613
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114216
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328698
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559788
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80945
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060283
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334941
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655625
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006883
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393231
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.824186
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298333
ê(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824566
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4159
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10793
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91548
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82001
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85883
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11164
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60342
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43318
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72029
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.68286
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113536
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327968
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808597
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059935
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337054
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657933
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009417
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396026
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.827224
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300894
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827429
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4191
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11343
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92182
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82738
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86747
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12011
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61476
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4432
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73818
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69933
(324.91, 7.15, 393.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112852
