¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(343.03, 7.18, 364.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375538
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23976
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50835
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86031
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13243
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68369
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23888
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452219
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681687
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930797
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206687
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506606
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833763
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192059
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585999
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021169
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504336
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04371
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64976
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33537
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11726
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01717
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02322
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21181
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46819
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82759
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04763
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01601
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236185
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449325
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678586
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928391
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204044
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503721
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830646
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188617
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58222
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016975
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499656
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03849
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64384
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32865
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10962
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0083
…(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00108
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18398
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45925
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79806
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96469
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16883
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233515
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446475
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6755
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925969
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201414
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500838
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827478
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185146
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57842
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012788
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494971
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03327
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63793
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32197
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10195
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99941
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98724
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15344
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47116
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7697
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9175
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22036
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230845
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443619
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672414
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923506
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198765
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497962
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824347
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181682
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574586
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008549
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490282
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02801
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63202
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31523
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09423
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98902
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97353
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12043
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48312
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74252
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91888
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17727
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88239
’(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228196
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44075
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669377
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921062
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196101
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495083
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821183
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178236
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570807
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004337
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485569
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02272
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62609
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30849
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0865
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97729
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95992
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11412
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49521
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7165
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05964
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13317
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77808
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.94543
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.83905
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.82328
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.81125
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.80298
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.79839
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.88949
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22558
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437959
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666335
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91861
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193458
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492178
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818005
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174745
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566959
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000106
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480842
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01745
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62014
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30174
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0788
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96562
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94643
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10184
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50742
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69165
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35397
–(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08809
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72661
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.91008
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.81369
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.80023
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.79047
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.78448
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.78222
(343.17, 7.25, 364.54) (378.79, 1.40, 362.95) (0.81, 2.16, 0.81) Human 24.86876
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222983
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435164
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663339
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916149
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190782
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489285
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814832
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171258
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563108
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995857
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476143
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01217
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61415
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29495
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07105
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95409
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.933
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08954
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51969
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79426
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74354
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04202
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97187
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220392
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432398
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660408
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913703
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188091
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486345
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811672
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167789
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559252
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991587
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471397
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00686
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60821
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28818
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06329
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94262
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91972
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07724
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51837
„(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92039
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12063
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.995
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217828
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429636
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658114
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911192
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18543
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483437
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808499
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164305
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555427
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987327
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466625
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00155
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6022
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2814
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05549
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93124
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90657
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06493
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50355
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04895
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15809
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95464
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215289
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426883
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655844
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908743
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182753
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480529
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805299
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160801
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551586
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983049
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461895
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996222
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59621
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27458
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04772
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91999
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89352
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0526
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48877
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17997
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19587
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92558
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212736
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424168
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653571
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906273
ˆ(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180058
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477582
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802064
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157295
(343.17, 7.25, 364.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547727
