¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.069184
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50596
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626916
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752491
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882846
¼(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01827
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15902
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120634
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265347
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419352
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583448
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758698
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946232
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145241
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354652
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579888
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789362
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925558
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068396
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218374
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375963
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541726
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716317
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863044
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008619
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16094
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320432
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487578
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726632
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985389
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261426
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467484
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586073
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709157
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836894
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969568
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10741
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25064
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.124123
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269058
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423279
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587645
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.763189
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951043
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152096
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362026
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587806
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792635
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928957
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071977
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222103
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379837
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545829
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720587
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885262
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031716
¶(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184977
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345464
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520072
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765338
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026495
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305107
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548273
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668939
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794224
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924257
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05936
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19969
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.127729
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.272905
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427367
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591999
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767864
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956009
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157827
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36962
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595977
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79652
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933018
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076212
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226511
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384473
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550661
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725672
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908524
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055881
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21013
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371635
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557891
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805388
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069014
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35036
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631806
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754682
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882211
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01468
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15225
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29521
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.131478
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.27689
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.431617
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596541
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77267
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96119
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163355
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377436
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604375
´(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800958
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937654
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081075
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231568
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389784
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556224
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731514
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91634
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08115
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236382
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39899
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597006
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84683
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113051
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397203
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701156
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843368
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97328
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10823
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24844
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.135375
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281018
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435976
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601188
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777663
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966502
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169101
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385506
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613063
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806011
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942927
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086567
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23734
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395803
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562521
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738146
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923309
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107476
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263804
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427539
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637434
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889712
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158599
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445688
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75288
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935067
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0675
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20506
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.139364
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28526
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440498
¶(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606027
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78279
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972034
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175012
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393252
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622015
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811651
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948838
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09272
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243765
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402532
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569583
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745542
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931068
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126943
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29235
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457265
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679222
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934023
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205706
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495834
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806403
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02997
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16497
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30529
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1435
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289642
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445191
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611001
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788107
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977728
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181119
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399832
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631177
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817879
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955332
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099508
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250878
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410003
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577414
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753733
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939683
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135981
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322061
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488242
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72239
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979843
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254364
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547698
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86175
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12813
·(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26587
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.147761
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294172
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449996
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61614
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79362
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98359
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187423
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406614
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640639
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824704
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962439
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106932
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258685
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41816
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585926
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762693
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949066
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145882
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352981
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522604
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766959
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027166
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304688
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601332
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919008
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22968
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08031
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.152146
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29882
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454943
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621425
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799271
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989649
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193896
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413573
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650319
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832119
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970195
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115032
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267124
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427009
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595216
(430.83, 10.80, 356.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772461
