¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼ (409.01, 7.34, 367.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.81199
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941804
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387507
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881504
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43204
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98095
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55823
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20117
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83293
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46008
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1539
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3096
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93593
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27752
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39433
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47711
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56347
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65343
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74705
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84448
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94577
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05099
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16027
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2737
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509087
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735025
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978313
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240939
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525283
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834092
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170606
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538643
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942782
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388586
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88271
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43338
ƒ(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97595
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55272
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19536
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85211
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49556
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20906
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35709
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00846
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36621
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44606
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5294
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61632
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70678
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80101
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89904
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00091
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10674
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21667
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33077
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509576
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735575
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978889
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241589
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525968
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83483
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171412
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539534
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943772
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38968
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883918
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43476
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97125
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54747
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18949
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85721
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50118
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21532
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94307
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02643
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40983
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4908
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57523
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66327
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7549
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8503
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94954
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05269
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15982
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27105
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38651
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51009
ƒ(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736128
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979502
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242199
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526685
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835588
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172234
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540434
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944769
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390761
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885127
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4361
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97114
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54247
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18395
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85633
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50757
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2224
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45226
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96052
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40396
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50447
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60049
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68875
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78072
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8764
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97592
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07933
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18679
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29831
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41406
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510602
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736683
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980069
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24286
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527349
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836339
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173037
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541342
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945776
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39186
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886337
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43745
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.972
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53782
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17871
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85087
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51468
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23031
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98837
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89508
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39622
ÿ(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49664
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60095
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70919
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80932
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9053
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00512
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10887
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21666
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32855
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44469
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511111
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737212
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980674
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243484
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528048
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837084
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173883
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542232
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946765
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392979
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887581
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43881
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97311
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53343
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17381
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.846
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52248
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23898
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.988
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83012
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39107
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4914
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59564
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70389
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81618
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9327
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03724
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14137
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24949
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3618
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47833
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51162
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737772
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981261
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244128
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528752
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83785
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174714
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54316
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947767
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394086
‚(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8888
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44018
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97456
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52931
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16926
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84162
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53106
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24848
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9978
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76566
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38854
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48886
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59305
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70122
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81352
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92997
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05077
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17599
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28537
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39806
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51503
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512154
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738337
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98186
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244794
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529462
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838608
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175529
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54407
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94878
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395212
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890052
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44157
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97634
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5288
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16497
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8378
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53802
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25879
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00868
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70168
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38857
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48889
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59308
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70128
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81358
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93003
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05083
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17606
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30583
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43738
ƒ(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55478
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512658
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738905
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982469
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245423
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530177
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839391
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17639
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544962
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949777
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396329
(409.12, 7.26, 367.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89128
