¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
å(350.71, 7.11, 355.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476076
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02606
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319844
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594924
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857854
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171439
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575511
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163403
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.728064
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19664
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62294
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30662
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.97241
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.91617
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.02372
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.34152
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.21085
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.2072
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59002
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063541
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277557
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508239
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757566
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.027851
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321795
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.592872
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855649
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165968
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569467
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160306
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730253
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19454
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62066
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29298
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94915
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.88591
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.98798
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.29869
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.1796
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.16437
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61164
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064842
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278957
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509749
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759204
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029627
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323732
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59106
Ä(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853702
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160517
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563443
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156657
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.732467
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19292
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6189
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27968
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93423
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.85579
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.95243
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.26173
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.14822
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.1215
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63311
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066133
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280347
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511249
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760827
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031389
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325651
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589484
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852012
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155088
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557448
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.152461
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.734701
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19178
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61766
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26673
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91971
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.82582
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.91708
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.70543
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.11717
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.08254
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65447
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067412
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281725
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512736
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762435
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033137
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327555
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58815
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850577
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.149682
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.551476
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.147719
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.736959
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19112
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61693
ç(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25413
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90557
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.79601
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.88192
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.68028
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.0866
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.044
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67565
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068681
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.283091
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51421
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764032
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034872
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329444
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587053
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849401
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144297
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545531
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142433
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73924
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19093
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61673
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24186
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89182
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.76635
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.84695
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.6555
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.05651
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.00549
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69665
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069939
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284444
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.515674
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765616
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036591
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331317
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586195
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84848
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138938
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539614
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136605
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741542
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19122
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61705
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22995
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87845
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.73685
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.8122
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.63108
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.02691
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.96703
¿(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71753
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071187
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285787
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517122
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767184
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038293
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333172
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585577
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847815
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133604
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533723
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130237
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743866
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19199
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61788
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21838
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86548
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.70751
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.77764
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.60703
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.99778
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72405
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73827
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072422
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.287117
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518559
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768739
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039982
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335013
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585198
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847407
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129651
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.527861
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123336
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746213
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19324
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61924
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20715
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85289
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.67834
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.74329
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.58335
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.96914
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7399
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75881
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073645
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.288435
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519979
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770278
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041655
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336834
¸(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585057
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847256
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129486
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522028
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115902
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748579
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19497
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62112
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19477
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8407
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.64934
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.70916
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.56003
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.94098
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75558
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77919
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074857
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28974
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521389
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771803
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043309
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338639
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585154
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847361
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1296
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516225
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10794
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.750969
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19717
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62352
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18074
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82888
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.62051
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.67965
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.53709
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.91331
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73254
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77943
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076058
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291032
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522784
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773314
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044949
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340426
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585491
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847723
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129989
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510452
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.099454
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753377
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19985
İ(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62644
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16679
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81746
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.59185
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.34708
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.51452
(351.25, 7.12, 355.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.88612
