¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53721
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.703846
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.74419
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.78594
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829168
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.873944
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920273
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968233
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017891
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.069322
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.122632
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177799
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.234964
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32602
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452369
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.585682
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754495
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012121
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.294878
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606558
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951798
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336308
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74861
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55616
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.590748
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.627098
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.66477
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.70372
ƒ(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.744065
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.785818
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829047
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.873791
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.92012
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968077
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01773
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.069186
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.122458
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177647
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270739
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393777
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523506
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66051
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891003
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161524
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459048
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787855
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153096
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455649
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48838
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26466
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.591093
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.627455
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.665111
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7041
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.744455
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.786216
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829424
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.874174
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920539
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968499
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.018158
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.069616
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.12289
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217596
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.337462
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463779
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597121
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775544
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034644
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319052
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63264
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980084
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296224
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572127
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28742
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98422
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11534
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.591893
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.628273
¨(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.665948
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.704953
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.745295
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.787074
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.830354
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.87512
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.92147
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.969475
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019175
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.070674
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166454
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.283318
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.406389
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53624
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673296
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913725
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185924
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485399
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816412
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145112
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408479
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72934
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1166
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71436
(336.61, 7.08, 318.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8106
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303545
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517171
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746826
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980946
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232182
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503334
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796834
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.927205
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.900093
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.874338
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.849916
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.82681
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.805001
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.784473
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.609627
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.747192
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.730412
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.714851
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.7005
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.687349
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.675385
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.664602
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.654989
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.646541
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.639249
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.627277
µ(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.628119
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.624272
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.590607
(336.68, 7.17, 318.80) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.619998
(336.68, 7.17, 318.80) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.619567
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308828
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522873
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752946
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988515
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240324
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512136
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806395
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12586
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473948
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827751
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216447
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622037
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06658
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.32157
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.3186
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.826924
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64494
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.787806
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60521
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.58782
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.57207
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.692927
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.322221
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.322279
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.393725
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.509228
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.656282
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.284131
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.289635
(336.68, 7.17, 318.80) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.648113
(336.68, 7.17, 318.80) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.647677
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314172
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528588
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759121
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996171
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2486
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521095
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816072
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136395
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485439
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856039
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22857
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635313
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08111
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.047015
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.330834
Ü(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.840947
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.65758
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.81789
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.80493
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.052313
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.048964
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.10035
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.203644
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54699
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53765
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.52989
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.52371
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.007569
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.036401
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.46804
(336.68, 7.17, 318.80) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.35459
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319533
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534326
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765273
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003953
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256956
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530121
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.645594
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.617133
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.590011
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.565213
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.542557
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.521154
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.803874
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.894842
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.465114
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.450315
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.436683
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.807012
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.838901
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.931639
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.59879
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.58462
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.57206
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.5611
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.55174
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.54397
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.53778
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.752209
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.738923
(336.68, 7.17, 318.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48204
(336.68, 7.17, 318.80) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.48618
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324906
(336.68, 7.17, 318.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540107
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.697718
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.669315
ã(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.64214
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.616168
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.591381
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.567753
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.545268
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.523908
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.508526
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.496207
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.484902
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.4746
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.465294
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.456978
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.449645
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.443289
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.437905
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.433489
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.430039
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.427552
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.426025
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.425458
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.425849
(336.68, 7.17, 318.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.4272
