¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(375.55, 8.17, 342.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.580669
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61524
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78406
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30628
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22081
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53476
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46748
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07435
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70793
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1846
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41569
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64925
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89111
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.580141
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.921118
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.295141
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.712183
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.189506
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.73733
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93073
è(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68663
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68533
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87379
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42322
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36938
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81091
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78089
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4058
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97125
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45928
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76801
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.593074
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.935304
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.310627
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.730648
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.212371
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.763103
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97514
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73755
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75152
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9648
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53948
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51737
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1064
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10509
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74899
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24312
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74293
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.605765
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.949227
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.325834
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.748768
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.234811
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.788919
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43965
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78807
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81678
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05771
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65497
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7057
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41629
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44068
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0357
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5238
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.618213
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.962885
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.340759
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.766529
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.256816
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.817331
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47209
ï(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83811
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88106
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14983
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7696
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92851
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73516
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78808
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31348
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81371
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.630414
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.976274
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.355396
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.783936
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.278375
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.845212
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.50393
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88764
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94428
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24104
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9112
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15316
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09121
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11227
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61554
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.642359
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.989386
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.369736
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.800969
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.29948
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.872545
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53516
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93665
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00644
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33123
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06349
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3795
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61857
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39218
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96208
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.654048
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.002217
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.383777
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.817824
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.320116
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.899319
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.56576
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98516
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06746
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44754
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22407
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60752
‘ (375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16963
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45741
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.665476
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.014765
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.397598
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.835802
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.34028
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.925522
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59572
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03308
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12726
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5678
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38652
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83698
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50145
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52297
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.676636
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.02702
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.411895
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.853338
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.359954
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.951129
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.6279
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08041
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21018
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67751
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54846
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06782
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68757
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58877
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.687529
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.038981
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.425831
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.870433
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.380976
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.976139
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66223
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11296
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29288
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78426
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70983
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30751
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87387
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6549
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.698144
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.050643
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.439404
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.887073
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.402461
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00053
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.69583
‰ (375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16901
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37461
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88968
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87042
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57533
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06014
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72129
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.708484
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.062
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.452602
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.903249
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.423381
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.02429
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7287
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22417
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4553
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99368
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03014
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84557
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2463
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.718542
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.07305
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.465425
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.918954
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.443728
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.0474
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.76081
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27836
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53492
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09612
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19584
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11806
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43229
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.728312
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.083789
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.477866
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.934185
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.463493
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.07304
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79214
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.62367
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61332
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19692
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38151
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39269
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70603
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.737795
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.094205
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.489918
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.948932
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.482663
¤ (375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.09953
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82267
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.66744
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68366
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29593
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56666
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66923
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04554
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.746983
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.104307
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.501577
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.963185
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.501226
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12531
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.85237
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.71177
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74602
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39458
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75105
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90905
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38776
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.755876
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.114082
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.512837
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.976939
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.519174
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15035
(375.39, 8.20, 342.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.88125
