¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(356.68, 9.70, 318.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15176
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337887
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580263
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840343
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124396
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508198
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944274
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428907
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970667
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58015
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23423
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9311
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7169
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70104
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45696
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01697
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38237
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94763
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.723054
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.848388
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.981317
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.122529
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.272789
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.432966
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604043
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787137
ì(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333738
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50888
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694991
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893137
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104454
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330227
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572048
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831543
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13514
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515297
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952107
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43763
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980452
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5912
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23191
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93792
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7407
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66137
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39345
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03075
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40571
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76577
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.714501
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.839335
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.971722
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.11234
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261954
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421421
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591717
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773948
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328479
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503328
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689104
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886865
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097758
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323122
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564446
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823377
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146507
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522928
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960558
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447063
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990969
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60308
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23062
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93647
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73899
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65942
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27375
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95146
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31936
Õ(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52487
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.706122
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830469
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.962325
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.102366
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251345
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41012
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579653
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761042
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323656
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498178
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683627
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881059
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091621
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316547
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557413
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815841
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158354
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534939
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969631
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45715
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0023
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60486
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23032
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9361
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73863
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65902
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15739
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87509
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23019
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27153
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.697919
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.821789
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.953127
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.092602
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.240965
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.399062
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567849
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748417
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319187
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493492
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678622
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875755
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085936
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310481
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550924
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826171
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17081
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548558
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979328
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467936
Ò(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0144
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60546
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23104
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93695
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73956
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66007
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04434
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74057
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14445
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02752
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.689891
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.813295
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.944127
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.08305
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230809
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388245
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556306
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736073
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31513
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489143
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674085
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870889
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080762
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304982
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54502
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838058
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183842
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562873
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989634
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479425
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02726
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60704
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2328
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93894
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74182
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66269
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93439
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58205
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06204
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86943
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.682036
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.804987
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.935324
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.073709
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.220879
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377669
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545022
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724007
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.915843
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485274
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669953
æ(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86652
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076119
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299986
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539717
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850533
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197432
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577763
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000575
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491585
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04087
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60948
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23556
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94207
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74538
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66678
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82757
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42859
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98299
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79762
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674356
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.796862
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926719
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.064577
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.211174
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367335
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533994
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712217
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903211
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4818
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666267
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862627
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071942
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295553
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544758
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863477
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211587
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593298
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013645
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504456
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05396
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61285
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23937
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94634
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75027
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67239
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74069
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27998
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92104
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72365
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.666849
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.788923
Ö(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.918308
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.055655
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.20169
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.357238
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523224
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.700705
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890876
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478741
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663046
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859167
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068273
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29164
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557125
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87696
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226335
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609487
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031431
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518049
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05777
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61715
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24415
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95177
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75647
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67954
(356.28, 9.60, 318.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74897
