¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20422
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.501925
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.481799
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.589466
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68035
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.2806
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.24958
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.2204
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.19303
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.16746
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.14367
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.12163
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.10134
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.08277
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.06591
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.05075
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.03728
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.02548
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.01535
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.00688
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.00007
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.9949
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.99137
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.98949
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 10.94275
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.286869
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.270007
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.25391
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.292715
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.464773
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.628772
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.606305
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.584846
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.564379
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.598636
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68931
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33913
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.32646
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.29706
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.2695
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.24374
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.21977
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.19758
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.17713
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.15842
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.14144
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.12616
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.11258
™ (442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.10069
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.09048
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.08194
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.07507
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.06985
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.06629
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.06439
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.01731
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.245468
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.228752
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.212793
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.298001
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.739761
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.715861
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.693004
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.671174
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.65035
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.630516
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69821
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34912
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.40611
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.3765
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.34873
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.32278
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.29863
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.27626
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.25566
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.23681
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.21969
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.20429
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.19061
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.17862
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.16833
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.15971
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.15278
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.14751
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.14392
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.14199
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.09457
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.205474
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.188899
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.173075
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.303288
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.8309
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.806576
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.783313
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.761093
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.739897
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.719707
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.921668
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35905
– (442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.48863
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.45879
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.4308
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.40465
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.38031
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.35777
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.33701
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.318
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.30075
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.28523
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.27143
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.25934
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.24896
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.24027
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.23328
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.22796
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.22433
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.22236
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.17459
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.166837
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.150397
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.14867
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.308578
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.925887
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.901122
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.877435
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.854808
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.833222
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.81266
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.931929
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37061
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.5741
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.54402
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.51581
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.48945
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.46492
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.44219
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.42126
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.4021
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.3847
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.36905
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.35514
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.34295
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.33247
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.32371
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.31665
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.31128
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.3076
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.30561
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.129507
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.1132
 (442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.153556
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.939308
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.918363
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.898443
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.879529
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.861611
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.844669
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.828694
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.942202
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.434751
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.453309
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.473217
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.49449
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.517141
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.55253
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.52961
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.5085
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.48919
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.47164
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.45586
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.44182
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.42952
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.41896
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.41011
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.40298
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.39755
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.39384
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.39182
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.093439
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.07726
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.15844
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.898314
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.877501
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.857705
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.83891
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.821101
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.804265
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.788387
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.952485
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.187757
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.204619
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.222781
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.242258
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.263062
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.285213
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.308724
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.59884
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.57936
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.56166
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.54574
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.53157
 (442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.51917
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.5085
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.49957
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.49237
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.48688
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.48312
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.43249
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.05859
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.042535
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.163323
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.858745
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.838056
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.818381
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.799698
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.781998
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.765262
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.749479
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.962778
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.955875
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.97121
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.987797
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.005651
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.024788
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.045217
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 8.066961
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.69237
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.67271
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.65486
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.63879
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.6245
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.61197
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.6012
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.59219
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.58491
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.57937
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.57556
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.5245
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.027902
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.018871
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.168204
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.820556
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.799993
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.780432
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.761861
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.744263
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.727624
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.711933
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.973076
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.737804
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.751756
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.766923
  (442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.783311
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.800934
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.819812
