¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(397.09, 14.00, 247.34) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.613554
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.705742
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.704999
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.695199
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.686573
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.679109
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 11.38738
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83439
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39078
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95997
â(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57285
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65486
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11658
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58512
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1237
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002519
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20037
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411366
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63672
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879587
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142005
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426347
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735505
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.872353
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.691504
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.669109
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.647982
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.628106
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.609465
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.457964
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.724459
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.713475
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.703671
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.348236
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.734838
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.19812
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.80412
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45558
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0472
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66658
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75203
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97063
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34191
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90077
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008584
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206424
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41643
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642163
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885439
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14833
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433212
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74299
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.761885
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.738059
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.715526
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.69427
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.860678
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.226921
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.275539
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.73411
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.723116
á(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.713305
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.345466
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.963677
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.234645
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83751
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46174
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13214
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76353
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85223
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85771
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12576
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68531
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014665
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211154
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421532
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647642
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891375
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154714
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440166
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750531
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.810325
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.786349
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.763676
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.742285
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.861688
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.055642
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.101864
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.744931
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.73393
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.724111
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.999511
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.212458
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.639293
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83423
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46974
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14081
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86378
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77704
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74856
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9446
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46946
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019523
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215996
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426701
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653221
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897358
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161198
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447224
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758212
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.860554
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.836423
ê(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.813603
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.792076
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.85002
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.892363
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.936358
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.681141
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.745924
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.736097
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.727445
(397.09, 14.00, 247.34) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.719965
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.773499
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.768577
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47951
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15141
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88324
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68171
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64316
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76924
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024089
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220861
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431913
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658854
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903429
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167785
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454323
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765981
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10605
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.88833
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.865359
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.843687
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.823298
(397.09, 14.00, 247.34) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.804178
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.484419
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.464775
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.29928
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.781984
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.773104
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.765545
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.759304
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.98953
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49116
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16406
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89307
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67211
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5414
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59953
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028702
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225793
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437234
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664536
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909591
î(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174451
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461574
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773841
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11467
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488038
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898874
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352937
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.439498
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.299141
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.278444
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.344244
(397.09, 14.00, 247.34) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.09667
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.769127
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.760246
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.75269
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.746454
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.823896
(397.09, 14.00, 247.34) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.21567
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17867
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90245
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68574
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52339
(397.09, 14.00, 247.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48986
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.790147
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981904
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187767
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409285
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648287
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86351
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133107
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443393
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78312
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156635
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569157
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026993
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.170392
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.147677
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.126438
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.10665
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.088302
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.071379
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.055867
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.041758
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.029036
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.017694
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.007725
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 8.999119
(396.36, 14.08, 247.57) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 11.20946
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.19389
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.18833
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.18443
æ(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.18222
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.18166
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.18278
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786176
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977689
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18319
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40436
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635312
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8482
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089115
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395312
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730404
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098579
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504896
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955557
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31333
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.294573
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.272981
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.252869
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.23422
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.217018
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.20125
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.186907
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.173973
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.162442
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.152306
(396.36, 14.08, 247.57) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 9.143554
(396.36, 14.08, 247.57) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 11.38936
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.38644
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.38078
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.37681
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.37454
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.37398
(396.36, 14.08, 247.57) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 11.3751
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782272
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973485
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17872
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399515
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621241
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833115
(396.36, 14.08, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060133
